名称,人气
格拉汉姆·贝克尔,13 
特克斯·鲁比诺威茨,2 
安古斯·麦克菲登,196 
本木雅弘,4108 
詹姆斯·科兹莫,123 
吕菲斯,30 
伊莎贝尔·南蒂,61 
梁家仁,941 
金·克里桑,47 
夏恩·希尔,9 
克莱尔·莫里耶,100 
约翰·斯洛斯,10 
凯文·迪亚士,3 
休伯特·法比安·库尔特勒,2 
佐藤允,33 
莫里斯·贝尼舒,21 
松田洋治,81 
马克·阿米约,4 
大卫·哈伯,1703 
纪尧姆·洛朗,184 
黄霑,2558 
森光子,44 
迪基·奥尔加多,18 
格伦·菲茨杰拉德,16 
费奥纳·肖,1189 
名古屋章,30 
杰弗里·泽布尼斯,2 
李凯莉,157 
洛莱拉·克拉沃塔,22 
苑琼丹,2067 
笹野高史,561 
友兰达·梦露,495 
柯素云,226 
王菲,21158 
金燕玲,1629 
卡尔·布拉克施魏格尔,2 
欧仁·贝蒂埃,3 
特拉沃·摩根,47 
马修·卡索维茨,4794 
海蒙·玛丽亚·巴汀格,2 
唐如韫,81 
LisaSummerour,3 
桐岛加恋,478 
米歇尔·罗班,20 
保罗·波伊特,4 
吉行和子,464 
小林薰,6018 
徐淑媛,290 
于尔班·康塞利埃,13 
林青霞,26057 
朱诺·坦普尔,5835 
M·奈特·沙马兰,3940 
理查德·格雷弗斯,310 
让·达里,3 
乔什·平茨,305 
克里斯·兰金,147 
陶虹,6841 
萧淑慎,1059 
汉诺·波西尔,17 
左小青,6457 
泷田洋二郎,1570 
柯宇纶,1209 
法尔德斯·巴姆,2 
埃尔尼·曼戈尔德,31 
耿乐,2965 
克里斯蒂安·安科维奇,2 
周嘉玲,1460 
松冈茉优,20847 
陶传正,13 
二勇,11 
金城武,31265 
哈拉尔德·魏格莱因,2 
石田百合子,3832 
今村鼠,12 
王朔,11034 
伯恩·戈曼,1182 
多米尼克·卡斯特尔,25 
韩冬,17 
西村雅彦,757 
郑智麟,3090 
王海,351 
田中裕子,7242 
杨德昌,45435 
森繁久弥,57 
刘小宁,81 
劳拉·邓恩,6385 
托比·琼斯,1096 
张育邦,8 
高保成,44 
楯隆子,24 
张洋洋,419 
肯尼思·布拉纳,6922 
张维,121 
小岛可奈子,352 
曾心怡,1 
陈希圣,56 
凯莉·库恩,1417 
磨赤儿,178 
关口雄介,182 
林孟瑾,162 
弗农·多布切夫,59 
温水洋一,417 
小达蒙·韦恩斯,109 
五十岚大介,371 
克里斯·威廉姆斯,69 
丹尼尔·逊亚塔,245 
T·J·劳瑟,375 
夏雨,6592 
斯科特·安第斯,50 
詹姆斯·克伦威尔,942 
马修·莫迪恩,1377 
三浦贵大,599 
斯琴高娃,2131 
加濑亮,9257 
柳乐优弥,11063 
保罗·布里格斯,16 
本·门德尔森,1618 
姚二嘎,163 
田中庆太,1 
方化,71 
孙靖,13 
代少波,6 
韩英惠,1019 
吴淑琨,83153人浏览 · 4篇文章
北野武,57222 
泰勒·派瑞,296 
宁静,10590 
三浦友和,4634 
胡贝贝,128 
王福,137 
吉莉恩·弗林,447 
铃木忠幸,12 
路易丝·勒莫瓦纳·托雷斯,11 
米西·派勒,182 
吴淑昆,19 
唐·霍尔,153 
斯科特·麦克纳里,780 
大家由祐子,305 
玛丽安·普莱施泰格,2 
细川典江,1102 
瑞恩·波特,144 
刘兆铭,296 
张华,230 
薛芷伦,236 
程小东,2126 
罗伯特·L·贝尔德,22 
珍尼希斯·罗德里格兹,1886 
丹尼尔·吉尔森,17 
克林特·伊斯特伍德,62442 
陈可辛,12210 
大竹忍,729 
井手博士,8 
诸慧荷,80 
玛丽·诺顿,33 
丹尼尔·海尼,2276 
比利·布什,2 
是枝裕和,75209 
本名阳子,96 
丁羽,18 
串田和美,7 
杨恭如,3660 
村野友希,1 
亚布拉哈姆·本鲁比,15 
凯文·科斯特纳,15937 
清水萌萌子,711 
饭冢雅弓,29 
凯瑟琳·泽塔-琼斯,24943 
木村飞影,40 
裴淳华,25685 
金·迪肯斯,338 
寺岛进,3349 
山下容莉枝,40 
齐·麦克布赖德,195 
冈元夕纪子,52 
瓦列里·尼古拉耶夫,11 
远藤宪一,2972 
罗多尔·保利,15 
凯西·威尔逊,135 
尼尔·帕特里克·哈里斯,7798 
埃迪·琼斯,8 
派屈克·福吉特,210 
萨沙·斯皮尔伯格,33 
林威,381 
艾米丽·拉塔科斯基,4383 
康拉德·皮拉,3 
丹·芬纳蒂,1 
阮继志,35 
迈克尔·诺里,13 
李·诺里斯,15 
罗伯特·科瓦吕比亚,3 
AntonellaElia,28 
志田未来,4720 
艾力克斯·伯恩斯,1 
竹下景子,210 
杜桑恩·杜基齐,4 
艾伯特·德尔佩,14 
柊葵,13 
王祖贤,38310 
ZuzanaMonroe,1 
KseniaJarova,1 
玛丽·佩里,25 
杜可风,8126 
大森贵弘,1629 
MichaelEliopoulos,1 
斯坦利·图齐,4651 
米林宏昌,979 
树木希林,7462 
丹羽圭子,9 
山本兼平,6 
葛蕾熙达·柯维尔,13 
迪恩·德布洛斯,292 
艾丽西亚·奥奇瑟,22 
张同祖,120 
张曼玉,39033 
乔纳·希尔,4515 
黎明,8297 
室井滋,160 
罗宾·阿特金·唐斯,19 
克里斯·桑德斯,307 
鲍勃·莫里西,2 
高桥一生,21544 
阿什利·詹森,66 
露口茂,13 
莉迪亚·威尔逊,2168 
菲利普·麦格雷德,2 
科瑞·雷诺兹,28 
约书亚·麦圭尔,36 
凡妮莎·柯比,20199 
BennyGolson,1 
库玛·帕拉纳,34 
汤姆·霍兰德,1087 
古列雷莫·迪亚兹,60 
LydiaBlanco,2 
高山南,654 
MarstonFobbs,1 
凯瑟琳·斯戴曼,467 
汤姆·斯托顿,14 
理查德·班克斯,4 
斯蒂芬·富勒,3 
DanChase,1 
内芙·加切夫,273 
卡斯·安瓦尔,55 
本杰明·奥切恩格,2 
哈亚提·阿克巴斯,1 
李仙湖,88 
丽莎·艾科恩,45 
蕾妮·盖耶,2 
巴里·沙巴卡·亨利,32 
李·尼古拉斯·哈里斯,12 
查得·R·戴维斯,5 
巴里·朱利安,1 
罗薇娜·戴蒙德,23 
拉夫·埃格尔斯顿,26 
SvilenaKidess,1 
威廉姆·戴维斯,12 
约翰·弗劳思,1 
伊恩·莫利·梅尔德伦,1 
MohammedHassan,3 
卡尔利斯·布克,9 
亚当·艾略特,1572 
今井麻美,145 
玛丽·吉布斯,16 
后藤弘树,6 
约翰·古德曼,1842 
基隆·埃利奥特,2 
DanielWallace,19 
卡尔艾拉切,1 
克里斯汀·韦格,4980 
迈克尔·延纳,1 
玛格特·罗比,27019 
艾达·泰,52 
辻亲八,11 
约翰·奥古斯特,123 
贾斯汀·罗杰斯豪尔,3 
阿尔伯特·芬尼,1061 
克里斯托夫·梅兹-普莱瑟,920 
弗兰克·德安布罗西奥,10 
艾伦妮·泰,28 
海利·安妮·内尔森,159 
理查德·科德里,14 
亚美莉卡·费雷拉,616 
李·阿斯奎斯-柯,20 
佐仓绫音,1316 
琳赛·邓肯,1426 
三吉彩花,20653 
弗兰克·奥兹,297 
比尔·奈伊,15888 
菲利普-沃斯,48 
珍妮·莱恩斯福德,55 
理查德·赫德曼,2 
唐·诺韦洛,6 
敦尔·当纳利,9 
弗雷德里克·巴克曼,2329 
迪诺·法赞尼,2 
马修·麦克格罗里,20 
克雷格·费格森,262 
藤原薰,67 
米切尔·马伦,7 
约翰·达根,1 
朱莉·福塞斯,2 
查特里娜·拉松,12 
清水尚弥,81 
艾瑞克·巴纳,4853 
瑞秋·麦克亚当斯,48039 
托比亚斯·阿姆博瑞,16 
罗夫·拉斯加德,287 
格拉姆·柯里,3 
乔治·汉密尔顿,51 
简·奥斯汀,3806 
比利·克里斯托,1403 
艾莉克丝摩尔,1 
吉尔·卡尔顿,22 
哈利·海顿-佩顿,132 
杰克尔·法尔斯特伦,5 
伊万·麦克格雷格,41755 
凯利·蕾莉,6521 
木村佳乃,11936 
约翰·拉塞特,1296 
琳恩·史密斯,1 
史蒂夫·卡瑞尔,6785 
黛博拉·莫盖茨,32 
史蒂夫·萨斯坎德,2 
巴瑞·哈姆弗莱斯,13 
贝恩·科拉科,16 
唐纳德·萨瑟兰,3905 
詹妮弗·提莉,974 
迪普·罗伊,46 
敏迪·卡灵,347 
新井浩文,1803 
佩内洛普·威尔顿,590 
皮普·托伦斯,117 
埃达·英格薇,530 
金时厚,1480 
赫尔穆特·贝格,844 
艾莉森·洛曼,5425 
马汀·麦格,5 
大卫·西尔弗曼,184 
卢顿·万恩怀特三世,4 
卡罗琳·莎士比亚-艾伦,1 
塞缪尔·洛德·布莱克,1 
詹姆斯·柯本,507 
威尔·阿奈特,1163 
雷夫·瓦朗,32 
杰西卡·兰格,8174 
大卫·丹曼,119 
乔·曼特纳,656 
姜炯哲,1120 
芦田爱菜,24566 
唐·里克斯,57 
埃里·瓦拉赫,723 
布里吉特·芳达,1786 
冈田将生,12228 
李妍京,23 
汉内斯·赫尔姆,295 
朱迪·丹奇,5430 
玛德琳·雅各布松,6 
松隆子,21236 
马东锡,28728 
能年玲奈,12003 
一井直树,49 
西井幸人,838 
博瑞·伦贝里,19 
禹都临,138 
乔·赖特,6480 
安娜-莱娜·布伦丁,15 
肯·道里欧,16 
野本萤,22 
郑贤俊,134 
克劳迪·布莱克利,68 
琼·库萨克,1387 
杰梅奈·克莱门特,398 
弗雷德里克·埃弗斯,6 
弗兰科·内罗,326 
凯瑞·穆里根,35594 
迈克尔·基顿,4427 
辛科·保罗,17 
姜素拉,4621 
西蒙·伍兹,476 
姜信哲,10 
皮埃尔·柯芬,474 
叶玉卿,5593 
塞尔希奥·巴勃罗斯,79 
丹尼·麦克布莱德,430 
达纳·盖尔,36 
吉娜·马隆,4712 
大仓正章,4 
安昭熙,1051 
原亚弥,13112人浏览 · 2篇文章
陈熙琼,315 
杰克·麦克布瑞尔,164 
沈恩京,7614 
克里斯·雷纳德,215 
朴素丹,4038 
梁家辉,24253 
谷山纪章,195 
千禹熙,3205 
南宝拉,889 
艾尔西·费舍尔,201 
克里斯托弗·瓦尔兹,23795 
安德鲁·加菲尔德,33976 
闵孝琳,6929 
张学友,12462 
郑锡勇,78 
河正宇,39331 
金义城,303 
卢克·佩格勒,68 
李璟荣,1707 
郑知晓,3233 
金大明,653 
崔奎华,49 
李善均,6532 
汉娜·乔恩-卡门,1296 
崔宇植,9071 
沃尔顿·戈金斯,810 
张慧珍,179 
安德烈亚斯·弗龙克,9 
埃里克·赛克斯,27 
筱原惠美,100 
李大卫,141 
赵汝贞,10729 
佐伊·贝尔,476 
凯丽·华盛顿,1197 
村井贞之,225 
杰米·福克斯,6830 
孙成灿,11 
普里德拉格·比耶拉克,5 
全慧珍,735 
长嶝高士,12 
金秉祐,592 
杰拉丁·萨莫维尔,154 
王树忱,476 
金素真,329 
金海仁,76 
梁田清之,15 
盐屋翼,8 
达科塔·范宁,22828 
细井治,4 
江原正士,16 
山野井仁,6 
瑞切尔·格里菲斯,1307 
岛崎雪子,58 
堀秀行,8 
南香织,2 
徐景达,361 
奥利维亚·库克,5937 
陶山章央,5 
理查德·劳斯伯格,476 
卢克·布雷西,2137 
高堂国典,14 
田野惠,9 
商店一野,13112人浏览 · 2篇文章
劳伦斯·斯佩尔曼,12 
丽娜·维特,98 
大友伸,0 
严定宪,446 
斯坦尼斯拉夫·雅涅夫斯基,415 
恩斯特·克莱恩,16 
卡莉·克里,84 
戴文·穆雷,46 
路易·多伊尔,20 
菲尔·塞尔维,19 
PaulDavies,312 
黑泽明,52670 
千秋实,327 
渡边笃,25 
千石规子,51 
熊谷卓三,0 
朴勋政,1415 
米切尔·利希藤斯坦,497 
马克·斯特朗,7437 
维尔·博登,16 
斯图尔特·马修斯,2 
吉娜薇·欧瑞丽,169 
邹兆龙,3148 
潘迪华,493 
肯·梁,496 
尚楠,8 
阿兰·弗吉,9 
本·怀特,8 
午马,2981 
文森特·普莱斯,627 
阿隆·鲁斯汀,4 
弗兰克·哈格尼,2 
乔伊·金,2226 
尾形一成,381 
杨彤林,83153人浏览 · 4篇文章
乔丹·罗伯茨,10 
杰伊·巴鲁切尔,2000 
岸本加世子,2977 
北浦爱,486 
森淳一,933 
井之胁海,382 
玛娅·鲁道夫,563 
迪亚博洛,2 
木村佑一,107 
王晶,8207 
迭戈·卢纳,3804 
DilvaHenry,2 
波伊德·霍布鲁克,3038 
岸西,996 
绿川幸,1113 
马修·C·马蒂诺,1 
塔姆金·莫钦特,371 
理查德·柯蒂斯,8914 
史蒂夫·布西密,11926 
比利·克鲁德普,3140 
凑佳苗,1606 
钟镇涛,1568 
苏珊·索洛米,8 
杰拉德·加纳,2 
汤姆·休斯,2009 
尼德·巴蒂,66 
迈克尔·阿恩特,162 
马修·麦克费登,8269 
高桥努,147 
西妮德·马修斯,79 
小林桂树,109 
朴根禄,139 
安迪·加西亚,5389 
李炳宪,2878 
巴哈·帕斯,90 
克里斯托弗·马西,2 
竹内义和,13 
金甫美,201 
柳好贞,394 
张赫镇,31 
保罗·布莱克维尔,9 
罗布·许贝尔,34 
杰森·席格尔,2196 
拉塞尔·布兰德,1277 
蒂姆·艾伦,318 
朴叙俊,11953 
艺秀晶,252 
金弘波,139 
韩珍元,39 
布兰达·布莱斯,287 
鲍起静,1375 
菲利普·伯格,632 
延尚昊,1242 
郑肯,2404 
韩成天,5 
保志总一朗,497 
崔正贤,8 
爱波·塔布琳,901 
朴真珠,464 
朴孝新,3 
朴明勋,74 
瑞安·柯尔,228 
古川惠实子,240 
米兰达·卡斯格拉夫,284 
本井英美,7 
三木真一郎,957 
朴明申,38 
古泽彻,6 
金秀安,325 
岩男润子,218 
崔代勋,44 
佩蒂塔·维克斯,361 
内森奈尔·布佐里克,651 
泰莉莎·帕尔墨,14106 
费拉斯·迪拉尼,31 
丹尼斯·克里斯托弗,67 
西蒙·佩吉,23337 
拉尔夫·伊内森,133 
亚历克斯·帕尔墨,0 
罗伯特·申坎,12 
克莱尔·希金斯,70 
奥利弗·菲尔普斯,1015 
谢发丽·裘德胡里,29 
松本梨香,120 
威廉姆·麦灵,11 
森崎温,415 
扎克·佩恩,66 
远近孝一,28 
梁正晖,11 
JackBagley,1 
马克·威廉姆斯,132 
罗伯特·卡拉丁,36 
阿什莉·阿尔图斯,1 
乔什·赫德曼,21 
艾萨克·安德鲁斯,21 
桥本忍,1423 
泰伊·谢里丹,2123 
SteveClaydon,1 
杰夫·劳勒,13 
马特·纳夫莱,60 
罗格·洛伊德-派克,63 
新山志保,20 
迈克·内威尔,693 
安吉拉珂·曼蒂,40 
艾芙珊·阿扎德,16 
西恩·潘,18413 
秋元羊介,11 
弗朗西斯·德·拉·图瓦,677 
大卫·斯特恩,1605 
夏洛特·斯凯奇,8 
文斯·沃恩,1490 
左卜全,39 
阿尔弗雷德·伊诺奇,327 
苏珊·林奇,114 
亨利·劳埃德-休斯,85 
安德鲁·奈特,16 
罗伯特·威尔福特,1 
雪莉·亨德森,756 
赵家正,84 
希拉·艾伦,2 
高木新平,4 
米歇尔·菲佛,14775 
史蒂夫·麦基,13 
马克·里朗斯,2821 
拉斯科·阿特金斯,13 
加东大介,307 
葛蕾·贝拉玛西娜,35 
詹姆斯·菲尔普斯,814 
谷晃,4 
TolgaSafer,2 
罗伯特·帕丁森,23213 
木村功,126 
杰茜·尼尔森,165 
理查德·希夫,268 
小国英雄,240 
罗伯特·哈迪,45 
小川虎之助,6 
布莱丹·格里森,1552 
贾维斯·考科尔,401 
津岛惠子,130 
沃维克·戴维斯,82 
BarryDowden,0 
小杉义男,13 
伊藤实,1 
玛格里·梅森,6 
宇津井健,390 
米兰达·理查森,927 
山形勋,9 
稻叶义男,49 
强尼·格林伍德,341 
三船敏郎,10411 
杰米·威莱特,21 
上田吉二郎,14 
金素梅,1163 
JasonBuckle,1 
NatalieHallam,2 
马野都留子,5 
清水元,4 
高原骏雄,2 
克里斯汀·约翰逊,8 
阿德里安·劳林斯,36 
本间文子,13 
朴圣雄,3543 
土屋嘉男,26 
志村乔,2116 
宇野晃司,2 
大村千吉,6 
詹姆斯·诺斯科特,94 
罗里·金尼尔,1126 
中岛春雄,22 
稻垣三郎,5 
岩本弘司,0 
森今日子,5 
安库塔·布雷班,54 
藤原釜足,67 
杰克·巴农,412 
东野英治郎,111 
山本廉,10 
黄政民,24436 
仲代达矢,6278 
清水美恵,0 
阿道夫·希特勒AdolfHitler,3 
金秉玉,342 
贾达·萍克·史密斯,682 
洛雷塔·迪瓦恩,75 
本尼迪克特·康伯巴奇,80956 
李政宰,22369 
堺左千夫,19 
冯光远,26 
艾伦·里奇,984 
莫滕·泰杜姆,714 
鲁伯特·雷德,8 
罗宾·奈文,17 
夏木顺平,2 
多多良纯,7 
查尔斯·丹斯,3810 
格拉汉姆·摩尔,114 
宫口精二,322 
汤姆·古德曼-希尔,185 
杰克·塔尔登,8 
崔岷植,11829 
海莉·乔安妮·培根,3 
塔彭丝·米德尔顿,4172 
乔·曼宁,3 
大久保正信,2 
史蒂芬·威丁顿,32 
上山草人,14 
安德鲁·霍奇斯,5 
格雷斯·卡尔德,16 
克里斯·考林,3 
卢克·霍普,1 
张耀扬,4587 
伊兰·古德曼,2 
理查德·坎贝尔,2 
哈里·S·杜鲁门,42 
堤康久,2 
诺娜·加耶,115 
广濑正一,4 
凯特·宾汉,100 
克里斯托弗·卡比,29 
哈罗德·佩里诺,155 
保罗·古德勒支,6 
宋智孝,12350 
TanveerK.Atwal,8 
温子仁,35991 
克莱顿·华生,67 
温斯顿·丘吉尔,756 
马修·古迪,23373 
孙佳君,2443 
玛丽·爱丽丝,14 
西蒙·里奇,17 
康奈尔·韦斯特,15 
迈克尔·爱默生,4631 
加藤武,30 
麦肯兹·韦加,304 
埃茜·戴维斯,384 
埃里克斯·劳瑟,15899 
顾锦华,1 
比尔·哈德尔,2281 
克雷格·沃克,3 
理查德·坎德,77 
金胤成,12 
大卫·罗伯茨,15 
汉娜·弗林,22 
吉娜·托瑞斯,342 
鲍比·莫尼汉,263 
迪娜·迈耶,987 
马修·比尔德,1999 
朗贝尔·维尔森,1105 
保拉·佩尔,4 
罗伯特·马莫内,12 
肖妮·史密斯,503 
伍迪·哈里森,13553 
安东尼·布兰登·黄,17 
雷·沃纳尔,3241 
山姆·洛克威尔,15066 
菲利丝·史密斯,26 
罗纳尔多·德尔·卡门,63 
克拉克·彼得斯,204 
卡洛斯·阿拉斯拉奇,29 
莫妮卡·波特,626 
赫尔穆特·巴凯蒂斯,23 
加利·艾尔维斯,1179 
安德鲁·哈维尔,14 
弗利,22158 
华金·菲尼克斯,31429 
彼特·丁拉基,11251 
萧炳林,22 
卢卡斯·赫奇斯,4865 
亚当·诺威尔,42 
凯尔·麦克拉克伦,3146 
亚丽姗德拉·全,246 
丹尼·格洛弗,361 
德斯蒙德·杜布,3 
刘易斯·布莱克,47 
布兰登·萨克斯顿,90 
尼克·瑟西,42 
玛拉雅·瑞沃拉·德鲁,125 
马丁·麦克唐纳,8957 
迈克·巴特斯,3 
托宾·贝尔,2518 
凯特林·迪亚斯,13 
皮特·萨加尔,3 
尼克·诺特,1169 
梅格·勒福夫,10 
谷花音,2229 
卡赖伯·兰德里·琼斯,2116 
法纳·莫科纳,8 
蕾乐蒂·库马洛,5 
哈里·列尼斯,68 
托尼·戈罗奇,12 
戴安·琳恩,7016 
波拉·庞德斯通,3 
拉什达·琼斯,1686 
艾玛·斯通,36634 
长泽雅美,72330 
帕丽斯·冯·戴克,4 
上白石萌音,5415 
迈克尔·艾伦·米利甘,13 
达拉斯·罗伯特斯,376 
弗兰西斯·麦克多蒙德,13768 
寺杣昌纪,19 
拉黑·休姆,4 
凯瑟琳·纽顿,5818 
唐·钱德尔,4557 
凯瑞·康顿,746 
卡迪亚·兰德,228 
萨玛拉·维文,7389 
茶风林,28 
大卫·奥哈拉,59 
钱似莺,165 
凯尔·皮尔森,4 
瑞安·雷诺兹,21963 
特瑞·乔治,297 
卡拉·西摩,73 
保罗·格林格拉斯,3277 
克拉克·杜克,83 
苏菲·奥康内多,471 
西莫·莫加瓦扎,3 
莫苏西·麦格诺,3 
岛崎信长,402 
凯文·兰金,51 
格里芬·邓恩,168 
市原悦子,72 
柯克·德·米科,101 
丹尼尔·布鲁赫,7963 
本尼托·马丁内斯,16 
成田凌,6011 
悠木碧,1255 
罗伯托·西特兰,4 
加藤有花,3 
保罗·林斯,6 
艾米·波勒,1297 
梅丽莎·沃雷克,14 
托尼·吉尔罗伊,385 
寺崎裕香,20 
兰迪·汤姆,17 
莱安德鲁·菲尔米诺,29 
八奈见乘儿,12 
J·D·埃弗摩尔,41 
大卫·戈尔兹,8 
梁淑华,7 
罗伯特·鲁德鲁姆,46 
克莱格·鲍登,9 
简·麦克尼尔,24 
塞乌·乔奇,34 
乔伊·安沙,27 
艾比·考尼什,8647 
詹姆斯·杜蒙特,25 
冯元良,70 
LucyLiemann,38 
菲利佩·哈根森,88 
斯蒂菲·格罗特,16 
埃德加·拉米雷兹,1039 
亚历桑德雷·罗德里格斯,59 
朱自清,11 
阿曼达·沃伦,22 
朱丽娅·斯蒂尔斯,3549 
矢田稔,5 
乔治·诺非,68 
秦小珍,99 
榊原良子,65 
狄龙,4602 
吉田理保子,7 
丹·弗雷登堡,9 
纳谷悟朗,23 
马修斯·纳克加勒,21 
田丰,484 
约翰·加文,370 
家弓家正,9 
菅谷政子,4 
帕迪·康斯戴恩,826 
罗芸,44 
鲁妮凡,7 
李子雄,1402 
吴宇森,13762 
哈基姆·凯-卡西姆,40 
陈梅生,6 
曾江,2026 
王梓尘,110 
王笑天,71 
杨瑜珍,10 
京田尚子,7 
贾世忠,3 
钟楚红,14658 
新海诚,30146 
陈志辉,123 
唐宁,2025 
张景素,5 
大原沙耶香,281 
胡枫,531 
曹西安,15 
凯瑟琳·基纳,1982 
邓一君,220 
大塚芳忠,150 
帕特里夏·希区柯克,94 
张建军,5 
徐克,23592 
FletcherAllen,1500人浏览 · 0篇文章
邵胜杰,22 
安东尼·博金斯,3589 
丹尼斯·欧哈拉,514 
汉斯-乔基姆·默比斯,2 
金子,329 
布罗里欧·曼托伐尼,11 
吴君如,7338 
罗伯特·布洛克,39 
黄一飞,642 
斯科特·Z·本恩斯,55 
夏萍,40629 
沃尔特·培根,1 
夏帆,11059 
陈庆航,5199人浏览 · 0篇文章
科林·斯廷顿,22 
铃木亮平,1242 
海伦·华莱士,2 
弗雷德·谢威勒,1 
弗兰克·基尔蒙德,1 
乔雅·福克斯,439 
任达华,9045 
富永美伊奈,66 
刘洵,1668 
拉里·霍尔登,8 
片桐入,1280 
林耀祺,5199人浏览 · 0篇文章
帕特·麦卡弗里,1 
朱宝意,2957 
许鞍华,26190 
黎祥荣,5199人浏览 · 0篇文章
广濑铃,11256 
钟丽缇,5975 
霍卫民,119 
乔治·多克斯塔德,1 
张婉婷,3156 
石仓三郎,10 
坂口健太郎,12793 
赵梓彤,7 
徐锦江,3248 
蔡颖恩,751 
威廉希路,5446 
莱昂纳多·斯巴拉格利亚,3430 
达里奥·格兰迪内蒂,302 
李治廷,3821 
神山征二郎,75 
钱耀荣,0 
绫濑遥,33972 
朱江,257 
玛格丽塔·莫菲诺,17 
张翼东,5199人浏览 · 0篇文章
奥斯卡·马丁内兹,401 
中川雅也,3022 
夏洛特·普里尔,15 
格雷厄姆·格林,3597 
金伯利·坎贝尔,8 
风吹淳,1048 
泉谷茂,95 
小马克·布恩,66 
雅尼斯·帕帕多普洛斯,46 
保罗·雷瑟,91 
殿山泰司,62 
春川真澄,66 
沃尔特·多纳多,15 
玛丽娅·玛努尔,78 
井川比佐志,82 
托马斯·列农,250 
科菲·斯里博伊,33 
大卫·摩斯,2385 
达米安·斯兹弗隆,2354 
石野真子,256 
胡丽叶塔·泽尔贝伯格,177 
玛莉亚·奥内托,15 
罗伯特·奥斯本,4 
仙尼娅·卡洛格罗普卢,5 
南希·杜普拉,34 
米歇尔·拉夫,22 
丽塔·科尔泰塞,22 
梅莉莎·班诺伊,5700 
道格·休切逊,94 
艾丽卡·里瓦斯,238 
卡维塔帕蒂尔,4 
迈克尔·杰特,41 
芙蕾达·平托,1707 
丹尼·博伊尔,11505 
阿赛娜·拉海尔·灿加里,130 
肖姆斯·戴维-菲茨帕特里克,57 
赫尔曼·德·席尔瓦,11 
罗德里戈·桑托罗,3522 
爱资哈尔丁·穆罕默德·伊斯梅尔,5 
亚里安妮·拉贝德,1018 
达米恩·查泽雷,12724 
比利·鲍伯·松顿,4404 
池松壮亮,3761 
内特·朗,7 
伊芙·布伦特,34 
罗启锐,1458 
达蒙·冈普顿,19 
塔里克·洛维,2 
约塔·阿吉罗普卢,4 
山姆·J·莱文,3 
庄域飞,15 
CharlieIan,898 
迈克尔·D·科恩,3 
马科斯·卡锡,14 
西蒙·博福伊,105 
森口瑶子,684 
亚当·卡罗拉,8 
吉田秋生,181 
戴夫·帕特尔,7455 
马库斯·亨德森,13 
贾里德·斯特恩,8 
盖·皮尔斯,8776 
马赫什·曼杰瑞卡,7 
休·格兰特,38502 
罗杰·克莱格·史密斯,62 
安德鲁·林肯,3670 
亚尼·卡普,194 
海克·玛卡琪,419 
阮德锵,18 
片山萌美,4413 
山本圭,55 
托马斯·布罗迪-桑斯特,13923 
霍拉提奥·桑斯,16 
城桧吏,914 
竹下明子,18 
柳叶敏郎,512 
拉詹德拉纳斯·祖特施,5 
池胁千鹤,2259 
金庸,6080 
里卡多·达林,962 
艾德·奥尼尔,725 
鲁本·兰登,25 
迈克尔·伯格,4 
马丁·弗瑞曼,24926 
迈克·克拉克·邓肯,996 
钱嘉乐,1365 
布兰登·斯考特,6 
约翰·J·麦克劳克林,16 
塞尔吉奥·托拉多,8 
张爱玲,8504 
佐佐木美结,364 
库尔特·弗勒曼,1 
杨采妮,8007 
辛贝·沃克,1 
沃尔特·拉萨利,9 
洁米·斯贝勒·罗伯茨,1 
樊光耀,303 
奥斯汀·斯托维尔,405 
凯文·迪特斯,3 
阿努潘·凯尔,140 
黄渤,35140 
C.J.Vana,3 
瑞秋·哈里斯,176 
折笠富美子,375 
何赛飞,3835 
王力宏,4598 
洛芙琳·坦丹,51 
迈克尔·J·威尔森,2 
杰洛·里佛斯,1 
宫西美奈子,2 
刘桦,1734 
阿什·马赫什·舍德卡,11 
米拉·库尼斯,9311 
丹尼斯·利瑞,204 
余娅,107 
吉恩·凯利,3195 
朱芷莹,230 
雷·罗马诺,267 
克塞尼亚·索罗,756 
王迅,1496 
玛汀·麦古基安,401 
芭芭拉·赫希,388 
王琳,2012 
道恩·艾达丝,78 
达伦·阿伦诺夫斯基,13809 
玛西娅·让·库尔茨,18 
山田裕贵,1441 
亚伯拉罕·阿罗诺夫斯基,4 
萨拉·西尔弗曼,891 
神野博明,4 
藤森雅也,39 
HarryCody,1 
詹妮特·蒙哥马利,1835 
卡洛斯·沙尔丹哈,314 
安德雷斯·海因斯,10 
小室正幸,4 
贾米·埃曼,41 
帕特里克·赫辛格,161 
塞巴斯蒂安·斯坦,12674 
川村万梨阿,92 
瑞秋·卡帕尼,135 
RichardEmory,1 
克里斯托弗·加廷,34 
凯尔·赫伯特,2 
利亚姆·海姆斯沃斯,4355 
黛博拉·奥夫纳,10 
桐本拓哉,4 
山口胜平,1543 
加藤清史郎,263 
苏岩,586 
克里斯托弗·史密斯,997 
唐纳德·奥康纳,660 
杰克·乔治,1 
简·哈根,140 
志村知幸,5 
胜沼纪义,3 
张承,371 
贝蒂·康登,12 
BetteArlen,2 
约书亚·麦基弗,5 
亨利·尼克松,6 
JeanneCoyne,4 
彼得·阿克曼,3 
JohnAlbright,1 
赛德·查里斯,824 
文森特·卡索,15193 
玛格丽特·伯特,7 
贝丝·弗劳尔斯,239 
ChickCollins,1 
A.CameronGrant,1 
