体育标准编写技术培训会在廊坊召开,06-21,/tiyukuaixun/2021/0621/16179.html
京津冀体育产业协同发展推进研讨会在廊坊召开,06-21,/tiyukuaixun/2021/0621/16178.html
河北省水上运动协会备战全运会龙舟赛组织第三场理论培训会,06-15,/tiyukuaixun/2021/0615/16155.html
河北省水上运动协会深化全运会龙舟备战训练工作,06-15,/tiyukuaixun/2021/0615/16154.html
体科所开展国民体质监测“三下乡”志愿服务活动,06-15,/tiyukuaixun/2021/0615/16146.html
“浓浓粽情深 暖暖志愿行”大球中心走进敬老院开展志愿服务活动,06-11,/tiyukuaixun/2021/0611/16139.html
我省全运会龙舟备战进入第二阶段,06-08,/tiyukuaixun/2021/0608/16109.html
河北省水上运动协会组织第二场 备战全运会龙舟赛理论培训会,06-08,/tiyukuaixun/2021/0608/16108.html
【投票】“我为祖国添光彩”微电影大赛网络投票火热进行中,06-08,/tiyukuaixun/2021/0608/16102.html
“党旗在基层一线高高飘扬――我为祖国添光彩”,06-05,http://111.veiwoo.com/app/index.php?i=4&c=entry&do=index&m=zh_contributes
省体育局有关职能部门赴省民政厅 开展体育类社会组织党建工作专题调研,06-02,/tiyukuaixun/2021/0602/16070.html
奥体中心召开赛事监管专题工作暨安全生产工作专题会议,06-02,/tiyukuaixun/2021/0602/16067.html
运动技术学校召开赛事监管专题工作部署会,06-02,/tiyukuaixun/2021/0602/16066.html
河北省滑冰场馆运营管理培训班（第二期）开班,06-02,/tiyukuaixun/2021/0602/16064.html
厉兵秣马 剑指陕西 何文革赴水上中心调研,06-02,/tiyukuaixun/2021/0602/16062.html
青训中心召开赛事活动安全监管专题工作动员会,06-01,/tiyukuaixun/2021/0601/16058.html
奥体中心开展“走进奥体 感受运动魅力”我为群众办实事系列活动,05-31,/tiyukuaixun/2021/0531/16048.html
社体中心召开赛事活动安全监管专题工作动员会,05-31,/tiyukuaixun/2021/0531/16047.html
体科所召开专题会传达全省体育系统赛事监管专题工作会议精神,05-31,/tiyukuaixun/2021/0531/16042.html
河北省滑冰场馆运营管理培训班开班,05-27,/tiyukuaixun/2021/0527/16009.html
河北省“我要上全运”龙舟选拔赛火热进行中,05-26,/tiyukuaixun/2021/0526/16006.html
水上中心认真学习体育领域风险隐患排查整治工作专题会议精神 全面排查各项工作风险点,05-26,/tiyukuaixun/2021/0526/16005.html
青少年体育处召开青少年体育赛事活动安全管理工作会议,05-26,/tiyukuaixun/2021/0526/16002.html
青训中心传达学习全省体育系统加强赛事安全管理暨体育领域风险隐患排查整治推进会精神,05-25,/tiyukuaixun/2021/0525/15994.html
运动技术学校召开安全管理专题工作会议,05-25,/tiyukuaixun/2021/0525/15993.html
河北省体育文化协会到深州市开展形意拳参观考察交流活动,05-24,/tiyukuaixun/2021/0524/15978.html
李东奇赴乒羽中心调研,05-24,/tiyukuaixun/2021/0524/15977.html
丰富学习形式 强化学习成果――河北体育馆组织参观省粮食局票证展,05-24,/tiyukuaixun/2021/0524/15975.html
自行车中心组织开展消防安全讲座,05-21,/tiyukuaixun/2021/0521/15972.html
共庆百年华诞 放歌美好时代―大球中心歌唱《点赞新时代》,05-21,/tiyukuaixun/2021/0521/15970.html
李东奇赴自行车中心调研,05-20,/tiyukuaixun/2021/0520/15964.html
全力以赴走好冬季项目发展赶考路 冬运中心召开2020-2021赛季总结暨2021夏训工作动员会,05-20,/tiyukuaixun/2021/0519/15954.html
勇担社会责任 彰显体育担当――河北体育馆全力支持新冠疫苗接种工作,05-20,/tiyukuaixun/2021/0520/15956.html
省体育局荣获省委省政府脱贫攻坚先进集体荣誉表彰,05-20,/tiyukuaixun/2021/0520/15961.html
北戴河新区――帆船帆板产业扬帆起航,05-19,/tiyukuaixun/2021/0519/15953.html
河北省健身气功红色革命老区县健康扶贫助力乡村振兴线上教学活动效果显著,05-18,/tiyukuaixun/2021/0518/15945.html
河北省一级社会体育指导员毽球、柔力球、健身秧歌项目培训班开班,05-17,/tiyukuaixun/2021/0517/15939.html
省体育局召开局系统预算执行调度会,05-13,/tiyukuaixun/2021/0513/15925.html
河北省体育职业发展协会成立大会暨第一届会员大会在石家庄成功召开,05-12,/tiyukuaixun/2021/0512/15924.html
河北省羽毛球队与百事可乐公司联合举办战略合作颁奖仪式,05-12,/tiyukuaixun/2021/0512/15918.html
省体育局召开河北奥体中心综合训练基地开工建设动员会,05-10,/tiyukuaixun/2021/0510/15909.html
2021年河北省轮滑项目等级教练员、裁判员培训班正式开班,05-08,/tiyukuaixun/2021/0508/15903.html
延长开放时间 践行服务宗旨 ―河北体育馆深入开展“我为群众办实事”活动,05-07,/tiyukuaixun/2021/0507/15892.html
省体育局召开航空中心（江城机场）“十四五”发展规划座谈会,05-01,/tiyukuaixun/2021/0506/15877.html
河北省第二届线上亲子运动会圆满结束,04-30,/tiyukuaixun/2021/0430/15875.html
航空中心举办“红心向党 匠心育人”模型教育竞赛暨培训班,04-29,/tiyukuaixun/2021/0429/15866.html
省水上中心邀请专业团队赴盘龙湖基地开展安全排查工作,04-27,/tiyukuaixun/2021/0427/15855.html
