打开“总开关”，激发“源动力”努力在落实“1+4”专项行动中走在前、当尖兵,2022-06-21,/tiyukuaixun/2022/0621/18320.html
自行车运动中心召开学习倪岳峰书记到国家河北承德体育训练基地调研讲话精神专题会议,2022-06-17,/tiyukuaixun/2022/0617/18306.html
“遵守安全生产法当好第一责任人”――社体中心组织消防安全专题培训,2022-06-17,/tiyukuaixun/2022/0617/18298.html
“云端对弈”4项网络棋牌赛圆满收官,2022-06-10,/tiyukuaixun/2022/0610/18254.html
河北体育馆深耕细作打造晨间“黄金时光”,2022-06-08,/tiyukuaixun/2022/0608/18230.html
机关党委召开学习贯彻省委书记倪岳峰到国家河北承德体育训练基地调研讲话精神专题座谈会,2022-06-07,/tiyukuaixun/2022/0607/18224.html
省委军民融合办与招商银行石家庄分行举办篮球友谊赛,2022-06-06,/tiyukuaixun/2022/0606/18200.html
体科所召开传达学习倪岳峰书记到国家河北承德体育训练基地调研讲话精神暨冬季中心需求调研座谈会,2022-06-02,/tiyukuaixun/2022/0602/18191.html
严纪律守底线倡廉洁践使命基建装备保障中心召开党风廉政建设会议,2022-05-19,/tiyukuaixun/2022/0519/18113.html
【喜迎二十大，永远跟党走】基建装备保障中心集体观看中国共产主义青年团成立100周年大会,2022-05-12,/tiyukuaixun/2022/0512/18067.html
省体育局举办2022年第三期政府采购业务培训,2022-05-09,/tiyukuaixun/2022/0509/18050.html
运动技术学校召开“五一”假期疫情防控及安全生产工作专题会议,2022-04-29,/tiyukuaixun/2022/0429/18019.html
法规安监处召开支部会议,2022-04-29,/tiyukuaixun/2022/0429/18017.html
体科所召开体育数据资源服务需求摸底会议,2022-04-27,/tiyukuaixun/2022/0427/17971.html
河北省体育发展交流中心召开第一届工会会员大会,2022-04-24,/tiyukuaixun/2022/0424/17929.html
河北省举重协会会员代表大会暨2022年全省举重教练员、裁判员晋级培训班及反兴奋剂培训班圆满收官,2022-04-24,/tiyukuaixun/2022/0424/17930.html
战鼓齐擂促备战同心喜迎二十大――射击射箭中心同心鼓系列赛圆满落幕,2022-04-22,/tiyukuaixun/2022/0422/17919.html
田径中心组织召开“新征程、党旗红”党建专题工作会,2022-04-21,/tiyukuaixun/2022/0421/17917.html
体科所科技奖励获殊荣科技助训攀新高,2022-04-13,/tiyukuaixun/2022/0413/17884.html
坚持从严治党加强作风建设――自行车中心组织专题会议学习传达省体育局全面从严治党工作会议精神,2022-04-13,/tiyukuaixun/2022/0413/17882.html
运动技术学校传达贯彻省体育局系统疫情防控调度会议精神,2022-04-13,/tiyukuaixun/2022/0413/17881.html
铭记北京冬奥精神砥砺出发向未来水上中心集中观看北京冬奥会、冬残奥会,2022-04-08,/tiyukuaixun/2022/0408/17872.html
聆听讲话精神汲取奋进力量――自行车中心组织收看北京冬奥会、冬残奥会总结表彰大会,2022-04-08,/tiyukuaixun/2022/0408/17871.html
体举柔中心学习传达省体工会和全面从严治党工作会议精神,2022-04-08,/tiyukuaixun/2022/0408/17868.html
小球中心传达学习2022年全省体育工作会议精神,2022-04-08,/tiyukuaixun/2022/0408/17866.html
水上中心开展国家安全专题学习活动,2022-04-07,/tiyukuaixun/2022/0407/17865.html
竞技体育处深入传达学习全省体育工作会议精神,2022-04-07,/tiyukuaixun/2022/0407/17864.html
社体中心举行全民国家安全教育专题活动,2022-04-06,/tiyukuaixun/2022/0406/17859.html
冬运中心传达学习全省体育工作会议和全面从严治党工作会议精神,2022-04-06,/tiyukuaixun/2022/0406/17857.html
水上中心开展清明节主题教育系列活动,2022-04-06,/tiyukuaixun/2022/0406/17855.html
田径中心组织开展“赓续红色血脉.清明祭英烈”主题活动,2022-04-06,/tiyukuaixun/2022/0406/17854.html
