26省份3500选手将在河南横渡黄河,2021-05-14,http://tyj.henan.gov.cn/2021/05-14/2144789.html
全国门球大赛总决赛在河南新安县举行,2021-05-14,http://tyj.henan.gov.cn/2021/05-14/2144544.html
百城联动线上骑行 活动将于15日启幕,2021-05-13,http://tyj.henan.gov.cn/2021/05-13/2144139.html
“我要上全运”乒乓选拔赛开拍,2021-05-13,http://tyj.henan.gov.cn/2021/05-13/2144126.html
郑马家庭亲子跑假日快乐多,2021-05-07,http://tyj.henan.gov.cn/2021/05-07/2139620.html
全国象棋青年大师赛河南棋手遗憾摘银,2021-05-07,http://tyj.henan.gov.cn/2021/05-07/2139619.html
7000余人次“舞”动中原 中国体育舞蹈俱乐部联赛闪耀河南,2021-05-06,http://tyj.henan.gov.cn/2021/05-06/2138612.html
五一节期间赛事不停歇,2021-04-30,http://tyj.henan.gov.cn/2021/04-30/2137174.html
两部门联合印发《“十四五”时期全民健身设施补短板工程实施方案》,2021-04-28,http://tyj.henan.gov.cn/2021/04-28/2135428.html
中华龙狮大赛收官 鹅坡小子收获金奖,2021-04-27,http://tyj.henan.gov.cn/2021/04-27/2134608.html
省击剑俱乐部联赛收官,2021-04-23,http://tyj.henan.gov.cn/2021/04-23/2131731.html
郑马“家庭亲子跑” 邀您“五一”总动员,2021-04-23,http://tyj.henan.gov.cn/2021/04-23/2131728.html
“豫”见潍坊，河南风筝获佳绩,2021-04-22,http://tyj.henan.gov.cn/2021/04-22/2131312.html
“大神级妈妈”夺得女子全程冠军,2021-04-19,http://tyj.henan.gov.cn/2021/04-19/2128653.html
郑开马拉松重启：安全与欢乐同在,2021-04-19,http://tyj.henan.gov.cn/2021/04-19/2128645.html
不负好春光，春季锻炼指南来了！,2021-04-16,http://tyj.henan.gov.cn/2021/04-16/2127464.html
焦作市社会体育指导员建设工作不断深入推进,2021-04-15,http://tyj.henan.gov.cn/2021/04-15/2127252.html
郑开马拉松赛荣膺“世界田联标牌”赛事,2021-04-12,http://tyj.henan.gov.cn/2021/04-12/2123979.html
2021年河南省首期社会体育指导员培训班驻马店圆满结束,2021-04-12,http://tyj.henan.gov.cn/2021/04-12/2123959.html
河南着手培训国内首批持杖健走国家一级社体指导员,2021-04-09,http://tyj.henan.gov.cn/2021/04-09/2122999.html
出发！这位河南姑娘要再次征服世界最高峰,2021-04-09,http://tyj.henan.gov.cn/2021/04-09/2122995.html
2021年河南省内首场马拉松完赛 马拉松全面重启还远吗？,2021-04-08,http://tyj.henan.gov.cn/2021/04-08/2122252.html
十四运将举办19项群众赛事活动,2021-03-26,http://tyj.henan.gov.cn/2021/03-26/2115857.html
焦作市创建全国全民运动健身模范市工作纪实（下）,2021-03-25,http://tyj.henan.gov.cn/2021/03-25/2114765.html
焦作市创建全国全民运动健身模范市工作纪实（上）,2021-03-25,http://tyj.henan.gov.cn/2021/03-25/2114763.html
郑大体院杨浩 三扣拿到满分 CUBA决出 1米79“扣篮王”,2021-03-16,http://tyj.henan.gov.cn/2021/03-16/2109778.html
脊柱健康操：体医融合成佳作,2021-03-16,http://tyj.henan.gov.cn/2021/03-16/2109777.html
第14届郑开马拉松赛来了！ 郑开马拉松组委会宣布：将于4月18日鸣枪开跑,2021-03-16,http://tyj.henan.gov.cn/2021/03-16/2109771.html
郑大“灌篮高手”加冕“扣篮王”,2021-03-15,http://tyj.henan.gov.cn/2021/03-15/2108887.html
老体育人庆三八节 趣味运动会秒变专业赛场,2021-03-09,http://tyj.henan.gov.cn/2021/03-09/2104980.html
全国政协委员黄改荣： 建议医保个人账户可用于健身费用,2021-03-09,http://tyj.henan.gov.cn/2021/03-09/2104977.html
两部委印发《指导意见》 2025年社会足球场地全面开放,2021-02-23,http://tyj.henan.gov.cn/2021/02-23/2096956.html
快乐乒乓来啦！ 青涩“小将”大战资深“老怪”,2021-02-22,http://tyj.henan.gov.cn/2021/02-22/2096392.html
线上线下同精彩 体育年味扑面来,2021-02-20,http://tyj.henan.gov.cn/2021/02-20/2095964.html
国际象棋国家队新秀对抗赛 河南棋手不败战绩夺冠,2021-02-19,http://tyj.henan.gov.cn/2021/02-19/2095490.html
线上赛事迎新春 “王者荣耀”打头阵,2021-02-19,http://tyj.henan.gov.cn/2021/02-19/2095485.html
“打卡”郑州奥体中心 运动迎新年,2021-02-07,http://tyj.henan.gov.cn/2021/02-07/2092276.html
赛事火热“云端”“锻炼人口”3505万全省体育工作会议总结去年部署今年,2021-02-05,http://tyj.henan.gov.cn/2021/02-05/2091550.html
全民健身迎新春 线上运动亦精彩,2021-02-02,http://tyj.henan.gov.cn/2021/02-02/2089813.html
大众攀岩公开赛郑州开赛,2021-02-01,http://tyj.henan.gov.cn/2021/02-01/2089127.html
叮！您有一份冬季锻炼指南，请查收！,2021-01-29,http://tyj.henan.gov.cn/2021/01-29/2087245.html
王者荣耀“+”上了“中原风采”,2021-01-15,http://tyj.henan.gov.cn/2021/01-15/2079664.html
