"Fleet","Gear","Year","MonthStart","MonthEnd","iGrid","Grid","Effort","EffortUnits","QualityCode","Source","YFT-NO","YFT-MT","BET-NO","BET-MT","SKJ-NO","SKJ-MT","ALB-NO","ALB-MT","SBF-NO","SBF-MT","LOT-NO","LOT-MT","FRZ-NO","FRZ-MT","KAW-NO","KAW-MT","COM-NO","COM-MT","SWO-NO","SWO-MT","BILL-NO","BILL-MT","TUX-NO","TUX-MT","SKH-NO","SKH-MT","NTAD-NO","NTAD-MT"
"MDV    ","HAND",2017,3,3,"5100072   ",5100072,12.00,"FDAYS","0","LO",,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,4,4,"5100072   ",5100072,9.00,"FDAYS","0","LO",,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,5,5,"5100072   ",5100072,4.00,"FDAYS","0","LO",,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,7,7,"5100072   ",5100072,3.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5100072   ",5100072,4.00,"FDAYS","0","LO",,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5100072   ",5100072,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,10,10,"5100072   ",5100072,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2013,1,1,"5100072   ",5100072,17.00,"FDAYS","0","LO",,,,,,8.36,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2013,4,4,"5100072   ",5100072,20.00,"FDAYS","0","LO",,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2013,9,9,"5100072   ",5100072,9.00,"FDAYS","0","LO",,,,,,1.60,,,,,,,,,,,,,,,,0.08,,,,,,
"MDV    ","TROL",2013,10,10,"5100072   ",5100072,2.00,"FDAYS","0","LO",,0.02,,,,0.68,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2013,11,11,"5100072   ",5100072,12.00,"FDAYS","0","LO",,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2013,12,12,"5100072   ",5100072,25.00,"FDAYS","0","LO",,1.98,,,,2.93,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2014,8,8,"5100072   ",5100072,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,1,1,"5100073",5100073,26.00,"FDAYS","0","LO",,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,2,2,"5100073",5100073,25.00,"FDAYS","0","LO",,49.86,,,,2.25,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,3,3,"5100073",5100073,33.00,"FDAYS","0","LO",,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,4,4,"5100073",5100073,65.00,"FDAYS","0","LO",,92.73,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,5,5,"5100073",5100073,30.00,"FDAYS","0","LO",,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,6,6,"5100073",5100073,57.00,"FDAYS","0","LO",,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,7,7,"5100073",5100073,57.00,"FDAYS","0","LO",,23.21,,,,2.02,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,8,8,"5100073",5100073,19.00,"FDAYS","0","LO",,19.60,,,,11.20,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,9,9,"5100073",5100073,1.00,"FDAYS","0","LO",,1.85,,,,8.91,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,10,10,"5100073",5100073,5.00,"FDAYS","0","LO",,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,11,11,"5100073",5100073,9.00,"FDAYS","0","LO",,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,12,12,"5100073",5100073,11.00,"FDAYS","0","LO",,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,1,1,"5100073",5100073,9.00,"FDAYS","0","LO",,25.68,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,2,2,"5100073",5100073,7.00,"FDAYS","0","LO",,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,3,3,"5100073",5100073,12.00,"FDAYS","0","LO",,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,4,4,"5100073",5100073,92.00,"FDAYS","0","LO",,167.15,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,5,5,"5100073",5100073,11.00,"FDAYS","0","LO",,27.86,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,6,6,"5100073",5100073,9.00,"FDAYS","0","LO",,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,7,7,"5100073",5100073,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,8,8,"5100073",5100073,13.00,"FDAYS","0","LO",,2.44,,,,5.82,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,9,9,"5100073",5100073,14.00,"FDAYS","0","LO",,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,10,10,"5100073",5100073,1.00,"FDAYS","0","LO",,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,11,11,"5100073",5100073,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,2,2,"5100073",5100073,6.00,"FDAYS","0","LO",,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,3,3,"5100073",5100073,23.00,"FDAYS","0","LO",,15.57,,5.43,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,4,4,"5100073",5100073,174.00,"FDAYS","0","LO",,329.18,,9.39,,1.33,,,,,,,,,,,,,,,,,,,,0.24,,0.24
"MDV    ","HAND",2015,5,5,"5100073",5100073,6.00,"FDAYS","0","LO",,15.83,,,,2.03,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,6,6,"5100073",5100073,3.00,"FDAYS","0","LO",,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,7,7,"5100073",5100073,3.00,"FDAYS","0","LO",,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,8,8,"5100073",5100073,1.00,"FDAYS","0","LO",,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,9,9,"5100073",5100073,4.00,"FDAYS","0","LO",,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,10,10,"5100073",5100073,2.00,"FDAYS","0","LO",,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,11,11,"5100073",5100073,1.00,"FDAYS","0","LO",,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,1,1,"5100073",5100073,81.00,"FDAYS","0","LO",,52.56,,,,,,,,,,,,,,0.06,,,,,,,,,,,,
"MDV    ","HAND",2016,2,2,"5100073",5100073,120.00,"FDAYS","0","LO",,134.22,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,3,3,"5100073",5100073,310.00,"FDAYS","0","LO",,197.13,,,,,,,,,,,,0.33,,0.35,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5100073",5100073,301.00,"FDAYS","0","LO",,388.96,,7.42,,0.12,,,,,,,,2.91,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5100073",5100073,226.00,"FDAYS","0","LO",,124.99,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5100073",5100073,19.00,"FDAYS","0","LO",,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,7,7,"5100073",5100073,22.00,"FDAYS","0","LO",,13.26,,,,0.02,,,,,,,,,,3.97248736974701e-03,,,,,,,,,,,,1.43611371237488e-03
"MDV    ","HAND",2016,8,8,"5100073",5100073,88.00,"FDAYS","0","LO",,47.52,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,9,9,"5100073",5100073,120.00,"FDAYS","0","LO",,87.69,,30.75,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,10,10,"5100073",5100073,257.00,"FDAYS","0","LO",,475.33,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,11,11,"5100073",5100073,19.00,"FDAYS","0","LO",,20.44,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,12,12,"5100073",5100073,89.00,"FDAYS","0","LO",,32.08,,,,12.60,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,2,2,"5100073",5100073,16.00,"FDAYS","0","LO",,23.66,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,3,3,"5100073",5100073,17.00,"FDAYS","0","LO",,35.73,,,,1.84,,,,,,,,0.01,,0.10,,,,,,,,,,,,0.11
"MDV    ","HAND",2017,4,4,"5100073",5100073,49.00,"FDAYS","0","LO",,73.38,,0.44,,0.83,,,,,,,,0.07,,0.02,,,,,,,,0.11,,,,0.13
"MDV    ","HAND",2017,5,5,"5100073",5100073,36.00,"FDAYS","0","LO",,34.91,,,,0.27,,,,,,,,0.06,,0.13,,,,,,,,,,,,0.02
"MDV    ","HAND",2017,6,6,"5100073",5100073,11.00,"FDAYS","0","LO",,24.79,,0.90,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,7,7,"5100073",5100073,23.00,"FDAYS","0","LO",,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,8,8,"5100073",5100073,81.00,"FDAYS","0","LO",,81.96,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5100073",5100073,11.00,"FDAYS","0","LO",,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,12,12,"5100073",5100073,4.00,"FDAYS","0","LO",,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2014,11,11,"5100073",5100073,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2015,2,2,"5100073",5100073,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,1,1,"5100074",5100074,2.00,"FDAYS","0","LO",,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,4,4,"5100074",5100074,8.00,"FDAYS","0","LO",,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,5,5,"5100074",5100074,3.00,"FDAYS","0","LO",,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,6,6,"5100074",5100074,16.00,"FDAYS","0","LO",,3.78,,,,,,,,,,,,7.2e-03,,,,,,,,0.02,,,,,,
"MDV    ","HAND",2013,7,7,"5100074",5100074,12.00,"FDAYS","0","LO",,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,8,8,"5100074",5100074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2013,9,9,"5100074",5100074,4.00,"FDAYS","0","LO",,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,1,1,"5100074",5100074,2.00,"FDAYS","0","LO",,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,2,2,"5100074",5100074,3.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,3,3,"5100074",5100074,10.00,"FDAYS","0","LO",,26.61,,,,1.71,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,4,4,"5100074",5100074,13.00,"FDAYS","0","LO",,8.76,,,,4.70,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,5,5,"5100074",5100074,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,6,6,"5100074",5100074,9.00,"FDAYS","0","LO",,4.85,,,,0.38,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,7,7,"5100074",5100074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,8,8,"5100074",5100074,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,10,10,"5100074",5100074,6.00,"FDAYS","0","LO",,1.87,,,,8.10,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,11,11,"5100074",5100074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,7.76033053142495e-03,,,,,,,,,,,,
"MDV    ","HAND",2014,12,12,"5100074",5100074,1.00,"FDAYS","0","LO",,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,2,2,"5100074",5100074,7.00,"FDAYS","0","LO",,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,3,3,"5100074",5100074,5.00,"FDAYS","0","LO",,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,4,4,"5100074",5100074,18.00,"FDAYS","0","LO",,29.65,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,5,5,"5100074",5100074,1.00,"FDAYS","0","LO",,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,6,6,"5100074",5100074,1.00,"FDAYS","0","LO",,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,7,7,"5100074",5100074,5.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,1,1,"5100074",5100074,116.00,"FDAYS","0","LO",,80.54,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,2,2,"5100074",5100074,14.00,"FDAYS","0","LO",,18.95,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,3,3,"5100074",5100074,164.00,"FDAYS","0","LO",,115.52,,,,,,,,,,,,,,0.12,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5100074",5100074,457.00,"FDAYS","0","LO",,249.72,,12.25,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5100074",5100074,115.00,"FDAYS","0","LO",,57.36,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5100074",5100074,13.00,"FDAYS","0","LO",,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,7,7,"5100074",5100074,8.00,"FDAYS","0","LO",,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,8,8,"5100074",5100074,56.00,"FDAYS","0","LO",,26.47,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,9,9,"5100074",5100074,6.00,"FDAYS","0","LO",,2.15,,5.17,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,10,10,"5100074",5100074,43.00,"FDAYS","0","LO",,55.97,,3.03,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,11,11,"5100074",5100074,100.00,"FDAYS","0","LO",,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,12,12,"5100074",5100074,181.00,"FDAYS","0","LO",,53.89,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,1,1,"5100074",5100074,4.00,"FDAYS","0","LO",,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,2,2,"5100074",5100074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,3,3,"5100074",5100074,6.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,4,4,"5100074",5100074,15.00,"FDAYS","0","LO",,26.62,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,5,5,"5100074",5100074,4.00,"FDAYS","0","LO",,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,6,6,"5100074",5100074,13.00,"FDAYS","0","LO",,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,7,7,"5100074",5100074,36.00,"FDAYS","0","LO",,28.95,,2.95,,4.61,,,,,,,,0.24,,0.26,,,,,,,,,,,,0.05
"MDV    ","HAND",2017,8,8,"5100074",5100074,17.00,"FDAYS","0","LO",,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,9,9,"5100074",5100074,2.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,12,12,"5100074",5100074,8.00,"FDAYS","0","LO",,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,5,5,"5100074",5100074,1000.00,"HOOKS","0","LO",,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,9,9,"5100074",5100074,800.00,"HOOKS","0","LO",,0.03,,,,,,,,,,,,,,,,,,,,0.04,,,,,,
"MDV    ","TROL",2013,7,7,"5100074",5100074,3.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2015,2,2,"5100074",5100074,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2017,1,1,"5100074",5100074,4.00,"FDAYS","0","LO",,,,,,,,,,,,,,0.20,,0.20,,,,,,,,0.15,,,,0.71
"MDV    ","HAND",2013,6,6,"5100075   ",5100075,12.00,"FDAYS","0","LO",,15.76,,,,0.43,,,,,,,,,,,,,,,,,,,,,,0.07
"MDV    ","HAND",2013,12,12,"5100075   ",5100075,10.00,"FDAYS","0","LO",,4.10,,,,,,,,,,,,0.14,,0.03,,,,,,0.02,,,,,,1.1e-03
"MDV    ","HAND",2014,2,2,"5100075   ",5100075,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,5,5,"5100075   ",5100075,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2014,8,8,"5100075   ",5100075,16.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,2,2,"5100075   ",5100075,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2015,6,6,"5100075   ",5100075,1.00,"FDAYS","0","LO",,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5100075   ",5100075,1.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5100075   ",5100075,18.00,"FDAYS","0","LO",,29.90,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5100075   ",5100075,16.00,"FDAYS","0","LO",,10.11,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,7,7,"5100075   ",5100075,8.00,"FDAYS","0","LO",,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2013,5,5,"5100075   ",5100075,1.00,"FDAYS","0","LO",,0.12,,0.15,,,,,,,,,,,,,,,,,,0.21,,,,0.06,,
"MDV    ","LLCO",2013,9,9,"5100075   ",5100075,1.00,"FDAYS","0","LO",,0.06,,1.10,,,,,,,,,,,,,,,,,,0.04,,,,0.12,,0.01
"MDV    ","LLCO",2014,4,4,"5100075   ",5100075,3000.00,"HOOKS","0","LO",,0.27,,0.33,,,,,,,,,,,,,,,,0.03,,0.11,,,,,,
"MDV    ","LLCO",2014,9,9,"5100075   ",5100075,10800.00,"HOOKS","0","LO",,,,1.99,,,,,,,,,,,,,,,,0.11,,,,,,,,0.02
"MDV    ","LLCO",2016,1,1,"5100075   ",5100075,2352.00,"HOOKS","0","LO",,0.32,,0.06,,,,,,,,,,,,,,,,0.09,,0.09,,,,,,
"MDV    ","LLCO",2016,2,2,"5100075   ",5100075,3888.00,"HOOKS","0","LO",,0.51,,0.07,,,,,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","LLCO",2016,5,5,"5100075   ",5100075,700.00,"HOOKS","0","LO",,0.05,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","LLCO",2016,6,6,"5100075   ",5100075,3360.00,"HOOKS","0","LO",,0.04,,0.15,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,8,8,"5100075   ",5100075,9912.00,"HOOKS","0","LO",,0.28,,1.12,,,,,,,,,,,,,,,,0.32,,0.06,,,,,,
"MDV    ","LLCO",2016,9,9,"5100075   ",5100075,2916.00,"HOOKS","0","LO",,0.34,,0.03,,,,,,,,,,,,,,,,0.05,,0.09,,,,,,
"MDV    ","LLCO",2017,2,2,"5100075   ",5100075,1500.00,"HOOKS","0","LO",,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,4,4,"5100075   ",5100075,1680.00,"HOOKS","0","LO",,0.23,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,8,8,"5100075   ",5100075,2700.00,"HOOKS","0","LO",,0.35,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2017,9,9,"5100075   ",5100075,6406.00,"HOOKS","0","LO",,0.20,,0.41,,,,,,,,,,,,,,,,0.12,,,,,,,,
"LKA    ","GIOF",2017,1,1,"5100076   ",5100076,2.00,"TRIPS","3","LO",,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2017,5,5,"5100076   ",5100076,2.00,"TRIPS","3","LO",,,,,,0.50,,,,,,,,,,,,,,,,0.10,,,,0.70,,
"LKA    ","GIOF",2017,6,6,"5100076   ",5100076,1.00,"TRIPS","3","LO",,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2017,9,9,"5100076   ",5100076,1.00,"TRIPS","3","LO",,,,,,1.00,,,,,,,,,,,,,,,,0.10,,,,,,
"MDV    ","HAND",2014,8,8,"5100076   ",5100076,10.00,"FDAYS","0","LO",,11.64,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,4,4,"5100076   ",5100076,1.00,"FDAYS","0","LO",,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,5,5,"5100076   ",5100076,4.00,"FDAYS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2016,6,6,"5100076   ",5100076,8.00,"FDAYS","0","LO",,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2017,12,12,"5100076   ",5100076,3.00,"FDAYS","0","LO",,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2014,1,1,"5100076   ",5100076,2820.00,"HOOKS","0","LO",,0.04,,0.08,,,,,,,,,,,,,,,,,,,,,,,,0.04
"MDV    ","LLCO",2014,4,4,"5100076   ",5100076,6000.00,"HOOKS","0","LO",,0.37,,0.81,,,,,,,,,,,,,,,,,,0.48,,,,,,4.0e-03
"MDV    ","LLCO",2014,8,8,"5100076   ",5100076,3000.00,"HOOKS","0","LO",,0.15,,0.51,,,,,,,,,,,,,,,,,,0.03,,,,,,4.0e-03
"MDV    ","LLCO",2015,1,1,"5100076   ",5100076,7500.00,"HOOKS","0","LO",,,,0.13,,,,,,,,,,,,,,,,,,0.09,,,,,,
"MDV    ","LLCO",2015,2,2,"5100076   ",5100076,1200.00,"HOOKS","0","LO",,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","LLCO",2016,1,1,"5100076   ",5100076,7296.00,"HOOKS","0","LO",,0.71,,0.75,,,,,,,,,,,,,,,,0.17,,0.25,,,,,,
"MDV    ","LLCO",2016,2,2,"5100076   ",5100076,10464.00,"HOOKS","0","LO",,0.87,,0.46,,,,,,,,,,,,,,,,0.05,,0.14,,,,,,
"MDV    ","LLCO",2016,5,5,"5100076   ",5100076,4320.00,"HOOKS","0","LO",,0.94,,,,,,,,,,,,,,,,,,,,0.15,,,,,,
"MDV    ","LLCO",2016,6,6,"5100076   ",5100076,3820.00,"HOOKS","0","LO",,0.74,,0.06,,,,,,,,,,,,,,,,0.02,,0.02,,,,,,
"MDV    ","LLCO",2016,7,7,"5100076   ",5100076,3192.00,"HOOKS","0","LO",,0.10,,,,,,,,,,,,,,,,,,,,0.06,,,,,,
"MDV    ","LLCO",2016,8,8,"5100076   ",5100076,13014.00,"HOOKS","0","LO",,0.69,,0.69,,,,,,,,,,,,,,,,0.06,,0.58,,,,,,
"MDV    ","LLCO",2016,9,9,"5100076   ",5100076,14730.00,"HOOKS","0","LO",,0.56,,0.94,,,,,,,,,,,,,,,,0.27,,0.53,,,,,,
"MDV    ","LLCO",2017,5,5,"5100076   ",5100076,8400.00,"HOOKS","0","LO",,0.94,,0.16,,,,,,,,,,,,,,,,,,0.25,,,,,,
"MDV    ","LLCO",2017,7,7,"5100076   ",5100076,3396.00,"HOOKS","0","LO",,0.25,,,,,,,,,,,,,,,,,,,,0.05,,,,,,
"MDV    ","LLCO",2017,9,9,"5100076   ",5100076,1350.00,"HOOKS","0","LO",,0.05,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
"LKA    ","GIOF",2015,1,1,"5100077   ",5100077,8.00,"TRIPS","0","LO",,,,,,27.57,,,,,,,,0.03,,,,,,0.07,,0.25,,,,0.60,,
"LKA    ","GIOF",2015,2,2,"5100077   ",5100077,13.00,"TRIPS","0","LO",,0.07,,,,8.72,,,,,,,,0.05,,0.07,,,,0.07,,0.14,,,,,,
"LKA    ","GIOF",2015,3,3,"5100077   ",5100077,10.00,"TRIPS","0","LO",,,,,,3.68,,,,,,,,0.02,,,,,,0.12,,0.09,,,,,,
"LKA    ","GIOF",2015,4,4,"5100077   ",5100077,13.00,"TRIPS","0","LO",,2.14,,,,12.91,,,,,,,,,,,,,,0.07,,0.29,,,,1.13,,
"LKA    ","GIOF",2015,5,5,"5100077   ",5100077,8.00,"TRIPS","0","LO",,,,0.13,,0.34,,,,,,,,,,0.26,,,,,,,,,,,,
"LKA    ","GIOF",2015,6,6,"5100077   ",5100077,31.00,"TRIPS","0","LO",,0.86,,,,80.50,,,,,,,,,,,,,,0.17,,1.53,,0.51,,,,
"LKA    ","GIOF",2015,7,7,"5100077   ",5100077,13.00,"TRIPS","0","LO",,2.85,,0.13,,14.85,,,,,,,,,,,,,,,,0.06,,,,,,
