,score,city,comment
385,5.0,西安,因为这部电影喜欢的沈腾，天才的喜剧人
386,4.0,潍坊,还不错。。。
387,4.5,西安,我非常喜欢的影片。
388,4.0,成都,马什么梅？！
389,5.0,辽阳,好。。。。。。。。。。
390,3.5,铁岭,一般棒一般棒
391,4.0,固始县,挺好看的，笑点蛮多。
392,4.5,长沙,是部好的喜剧
393,4.5,昆明,情节不错，就是一把年纪穿校服太违和😂
394,5.0,台州,好看得很炒鸡好看
395,5.0,北京,挺好😄，有机会再去吧。
396,4.5,开封,让人在看完电影后能够反思，珍惜眼前人，珍惜现在，很好，可以去看看
397,5.0,北京,超级好看，爆笑连连，值得一看
398,5.0,苏州,马东什么？马什么梅？什么冬梅？
399,1.0,嘉兴,根本没有看到，电影院居然关门了，醉了，那卖什么票
400,5.0,贵阳,很好看……喜欢😜
401,5.0,临沂,剧情挺好的！
402,3.5,上海,蛮搞笑的，无聊的时候看看
403,5.0,南京,超级搞笑，好看的
404,4.0,沈阳,看了很多遍。
405,4.5,沈阳,很好的一部电影，虽然剧情大框有抄袭，但是剧情全场无尿点，很久没有这么好的电影了，值得一看！
406,5.0,中山,几个好友一起去看的。很好笑
407,4.5,绥化,炒鸡搞笑！从头笑到尾
408,2.5,天津,没有传说中的那么好，笑点确实不少。但以电影来看的话，缺点也是不少的。黄渤左小祖咒的片尾曲不错
409,5.0,吐鲁番,笑死我了，非常好看，就是观影人的素质，老踢板凳
410,5.0,广州,看完还挺有感触得一部电影
411,5.0,大庆,爱，纯洁，美好，年轻真好！
412,5.0,汕头,好看，搞笑，也有泪点
413,5.0,北京,特别的搞笑呀！哈哈支持一下呀哈哈！
414,5.0,北京,很好的片子特别喜欢
415,5.0,深圳,不错的电影很喜欢
416,4.0,北京,和朋友一起看的  很搞笑的一部剧  对于笑点无限低的我  真是无法自控的从头笑到尾
417,5.0,武汉,无法超越的完美
418,5.0,长沙,好看，环境不错
419,5.0,香河,电影挺好看 票价不便宜
420,1.0,宿州,垃圾片，国产电影看一次失望一次。
421,4.0,聊城,挺搞笑的，不错的一个片子
422,4.5,焦作,我们永远不知道我们没有选择的生活是什么样子，不过，那又如何呢？珍惜当下才是最重要的。
423,5.0,成都,很好看，。。。。。。
424,4.5,淮安,好看，搞笑，是开心麻花的第一部电影，支持
425,3.5,包头,好好好啊好好好好好
426,4.0,北京,很不错，挺喜欢！
427,5.0,蒙自市,马什么梅？马冬什么？
428,5.0,合肥,体育课摸不来看看天天在这里看看具体兔子在我饿急可恶吐我佛
429,5.0,运城,你好，夏洛特
430,4.0,福州,刚看觉得蛮搞笑的，回味起来觉得有点男的有点渣，三观不太正
431,5.0,北京,太喜欢了 怀旧
432,2.5,沈阳,看完就忘记了
433,4.5,天津,"好看，
就是好看。"
434,4.0,沈阳,好送我就是举目四望马赛克
435,5.0,荆州,在紧张的工作之余可以看到这么让人放松的电影实在是不错
436,5.0,长沙,天马行空中欢声笑语。
437,5.0,广州,不错，很轻松的片子
438,5.0,常熟,超级搞笑的电影  现在回想起来还是特别开心
439,4.5,郑州,还不错，送点爆米花啥的就完美了
440,5.0,深圳,好看，搞笑，逗比
441,5.0,内江,超好看，，，，，
442,4.5,宜兴,哇，那么久还能写影评。回想起了看完电影后发生的事，让我一生遗憾啊
443,5.0,深圳,喜歡這套電影
444,4.5,桂林,还是恨不错的噢
445,5.0,北京,我想应该没人说不好吧，哈哈哈哈哈哈
446,5.0,南通,哈哈 开心麻花出品 必是精品
447,4.5,北京,讲述的就是平凡生活中的你我他，非常贴近生活的题材，我们都是夏洛，也都曾做过谁的马冬梅，哭了笑了，看完电影满满的感动与温暖，珍惜身边人。
448,3.5,黔西南,还行吧！🙂🙂🙂🙂🙂🙂🙂
449,5.0,天津,很搞笑，喜欢！
450,4.5,深圳,给力。很搞笑哈哈哈哈
451,5.0,烟台,挺好看的，效果不错
452,5.0,德州,完美！沈腾天生的喜剧人
453,1.0,青岛,“求婚大作战”里为了挽回爱情的坚持和改变自己的信念最终让主角有情人终成眷属，平凡可贵，减法至上，而在“拿来主义”的本片里，繁星一般的加法，满足*丝逆袭的脑满肠肥式意淫，两段里主角都是彻头彻尾的渣男，荒诞里见真情才是优秀，本片无非得过且过者的一出咯吱你的小品罢了。
454,3.5,武汉,期待越大，失望也就越大，没有想象中的搞笑，可能我的笑点比较高
455,4.0,武汉,如果可以重来，初恋和现任，你会选择谁
456,4.5,曹妃甸,非常感人至深的电影，也真实反应出现实社会的一些感情
457,4.5,哈尔滨,很不错的电影
458,5.0,北京,话剧演员演电影，效果就是很赞
459,5.0,北京,好好好笑啊
460,4.5,宁波,如果青春可以重来！还是不要了。难受。
461,5.0,连云港,影片真的很好看，特别的逗，很多地方也很感人！
462,1.5,银川,拼凑的粗俗段子笑笑而已
463,5.0,邯郸,和媳妇一起看的，非常开心
464,5.0,商丘,很喜欢 特别好看
465,4.5,三亚,近2年来看的最好看的喜剧片了，良心制作。羞羞的铁拳也可以，不过没有这部好看。
466,5.0,广州,很不错，特别搞笑喜欢开心麻花。
467,4.5,苏州,很好的一部喜剧电影、笑梗独特有新意、值得肯定
468,5.0,朝阳,"太好了
棒棒哒…"
469,4.5,北京,平平淡淡，风趣幽默。国产良心喜剧。
470,4.0,武汉,比较逗，改变了传统喜剧。
471,5.0,南乐,一次就好，冬天的我们
472,5.0,乌鲁木齐,搞笑感人完美
473,5.0,济南,怀念看这部电影的时候，真想从来一次
474,4.0,沈阳,太逗了非常搞笑
475,3.0,长沙,很好看。虽然穿越什么的设定很老套。但剧情挺感人。笑点也多
476,4.0,郑州,有笑点有泪点，不错。
477,4.5,临夏,良心作品，期待下一部
478,5.0,天津,开心笑到肚子疼，非常棒！
479,3.5,上海,优秀，好玩，结局不喜欢
480,4.5,重庆,好看，很搞笑，有各种元素，各种点在里面，让人回忆！可谓全程无尿点！
481,5.0,广州,非常不错，搞笑
482,1.5,黄石,台词真是尴尬
483,5.0,呼和浩特,不错的影片！
484,4.0,邯郸,一部既能让人笑的满地打滚又能让人思考人生的好片子，沈腾很有才能，希望多多出这样的片子
485,4.5,武汉,开心麻花的上乘之作。
486,5.0,舞阳,这些年唯一触动心弦的电影
487,5.0,深圳,就喜欢看搞笑的，电影从头笑到尾，很棒！
488,5.0,通化,好棒的团队，精品
489,5.0,清远,还算可以的，搞笑
490,5.0,昆明,好看 特别好看
491,3.5,北京,15年自己看的 感觉时间过得好快
492,5.0,石家庄,凑合过咯公共明明名模
493,4.0,重庆,看后感觉一般般，没得说的那么好看
494,5.0,合肥,2015年最佳喜剧
495,5.0,武汉,我爱马冬梅！
496,5.0,邢台,过去了多长时间，我突然想起来忘了评论，，
497,5.0,泰安,比较搞笑，有点加长版的小品的样子
498,5.0,辽阳,挺好的！不错
499,5.0,靖江,超搞笑的哈哈哈
500,5.0,宝鸡,看了羞羞的铁拳，再回来评价夏洛特烦恼，我只想给这部电影打10分。夏洛特烦恼真的很棒，没说的～
501,5.0,大连,有意思，有创意，用心之作
502,5.0,定州,看了好多遍！！！！
503,5.0,洛阳,看着还不赖啊
504,5.0,西安,这是一部看完两年现在在我心中我认为最搞笑的片子没有之一
505,4.5,重庆,挺好看，搞笑 结局感人 笑点中带泪点
506,5.0,呼和浩特,"完美
好看 喜欢"
507,5.0,铁岭,特别好看的一部电影推荐
508,5.0,呼和浩特,搞笑加怀旧，无尿点
509,4.5,北京,专业搞笑，笑点不断
510,5.0,成都,可以说很搞笑了 嘻嘻 期待下一部
511,5.0,上海,，，，不写影评就一直放着啊，，
512,5.0,大连,好看~ 一剪寒梅~~~~
513,4.5,淮安,还是蛮搞笑〜(￣▽￣〜)
514,4.5,哈尔滨,用喜剧的方式 去体验人生 你现有所抗拒的 不一定是不想要的
515,4.5,西安,棒极了，很好的一部电影，赞👍
516,5.0,三亚,笑到肚子好痛
517,5.0,台州,呵呵哈哈哈，最爱猪猪
518,5.0,焦作,和她一起看的第一部电影，只到现在我们分手了才评价，多希望你能给我一次机会，一次就好，我陪你去看天荒地老。
519,4.5,丰县,很好去去去去
520,4.0,开封,可要以说是近几年喜剧片里最喜剧的电影之一了，满分十分给八分，扣两分是希望进步
521,4.5,延边,每次看都有不一样体验，麻花出品，必属精品，经过话剧的千锤百炼，演技，还有贴近生活的方方面面，都很深入人心，通过看似不可能的穿越，告知珍惜眼前人的道理
522,5.0,石家庄,不错，刚刚看了铁拳，评价太晚了是吗？
523,5.0,大连,好看的喜剧完美
524,4.5,肥西县,好看，情节设计得不错
525,5.0,天津,真是完美了、太好看了
526,5.0,苏州,沈腾和马丽真是一对欢喜冤家，看到他俩就开心
527,5.0,西安,好看😊赶紧看，超搞笑
528,4.0,重庆,搞笑元素多！
529,5.0,金华,笑的我肚疼，哈哈哈哈哈
530,5.0,昆明,国庆节开心，看得也开心
531,5.0,重庆,近几年最好看的喜剧电影，没有之一
532,4.5,张家港,非常好看的一部电影，已经看了好多遍了
533,5.0,秦皇岛,电影很搞笑，特逗
534,5.0,北京,开心麻花出品必属精品
535,5.0,威海,和老公看了好几遍！
536,5.0,北京,太逗了，全程无尿点！
537,5.0,深圳,很很搞笑，难得的好片。笑点都get到了。
538,3.0,上海,有很多笑点，不过剧情好烂，三观奇葩，尬的地方也很多。
539,5.0,济南,完美，非常好看
540,4.5,南宁,挺搞笑的，剧情也流畅。回味了一下那些年
541,5.0,包头,好看😊姑娘很开心
542,5.0,北京,看完羞羞的铁拳，马上来温习一遍。还是感动如初！多谢开心麻花。
543,5.0,石家庄,堪称精品中得精品 笑料不间断
544,5.0,聊城,完美电影，搞笑之余还有感动
545,5.0,岳阳,全程笑点爆炸
546,5.0,汕头,会反复看很多遍
547,5.0,海门,珍惜现在..
548,5.0,佛山,完美，就是完美
549,4.5,西安,很好！很搞笑！不错
550,5.0,哈尔滨,超级搞笑！太有意思了！开心麻花真棒👍！
551,5.0,凌海,沈腾和玛丽的真的感动到我了
552,5.0,大石桥,"很棒
非常方便.快捷节省时间满分"
553,5.0,太原,看的开心麻花🌸第一部电影，夏洛特·烦恼，原来是夏洛·特·烦恼，我会在你身边你左右 ，绝不会回头。麻花加油😊
554,4.0,成都,一般，想开心下可以看
555,4.5,长春,为了拉朋友一起看 看了两边
556,5.0,贵阳,确实很不错，开心麻花团良心剧，笑点多，也很感动！
557,5.0,合肥,很不错的喜剧，我也曾梦想着回到上学的时代，无论初中还是高中，都怀念那个难以忘怀的真情岁月
558,5.0,上海,太搞笑了吧！好看！
559,5.0,天津,开心麻花的经典作品，看了两遍，全场笑得肚子疼
560,5.0,沈阳,特别逗、真的好看！
561,5.0,南京,很好玩看的很开心
562,5.0,南京,真的很好看啊
563,5.0,常州,很好看
564,5.0,呼和浩特,超级搞笑，棒
565,5.0,福州,期待藤老师的羞羞的铁拳。
566,5.0,武汉,小成本，欢笑中让人回想起学生时代的爱情故事
567,5.0,湘阴,真滴是太好看了！
568,4.5,龙口,很喜欢，支持开心麻花！
569,4.0,苏州,麻花出品，一如既往的牛逼哄哄
570,5.0,莱芜,全程笑点，很有创意，寓意深刻
571,5.0,沈阳,看了此片认识了开心麻花
572,4.5,吉林,回忆青春，搞笑现实。
573,5.0,青岛,满分，值得10分评价
574,5.0,成都,居然没有评分、赶紧补起、以后开心麻花的都必看
575,5.0,深圳,太好看了，笑到肚子痛
576,5.0,绵阳,完美，很不错哦
577,5.0,上海,比铁拳好看多了
578,5.0,廊坊,心目中最好的喜剧片
579,5.0,苏州,好好看看的电影
580,5.0,正定,非常好，有回忆
581,5.0,吴川,搞笑的一匹！
582,5.0,沈阳,。。zzzzzz
583,4.5,金华,意外的好看，笑点很多，年度最佳喜剧片
584,5.0,南昌,看完羞羞的铁拳回过头发现以前都没评论过……
585,5.0,武汉,回去后又看了两遍，真心不错！
586,5.0,天津,很好看，分数很高
587,5.0,青岛,挺好的 有笑点又感人
588,5.0,天津,好久之前看的，最近才评价，还不错吧！
589,4.5,大庆,不错，上半段笑点密集，下半段走煽情。
590,5.0,天津,很好看，值得去看
591,5.0,襄阳,时常想起这部剧
592,5.0,成都,看完了铁拳好看美滋滋，补发夏洛影评
593,5.0,北京,噫这部我居然没打分！讲道理这部我看的比羞羞拳还要感动一些...爱情更加打动人，配角也都很出彩，到现在我还记得梦特娇袁华秋雅大傻春张远鸡毛装司仪还有老大爷2333
594,3.5,南京,如果结局俗套点或许分数更高
595,5.0,长沙,好看！特有意义及搞笑的影片！
596,4.5,长春,开心麻花首部电影，一部属于他们特有喜剧形式的电影，一部很少会在电影院看两次的电影，《羞羞的铁拳》都上映了，才补发评论，时隔这么久，仍对于比喜剧，觉得非常棒！
597,4.5,广州,太喜欢马丽和沈腾了！
598,3.5,襄阳,很搞笑有点夸张
599,4.5,深圳,挺不错的 搞笑 气氛很好
600,4.0,哈尔滨,好，有意思。
601,4.5,柳州,还不错！期待下部
602,4.0,武汉,珍惜拥有的一切！
603,5.0,北京,好看，开心麻花简直太逗了！
604,5.0,杭州,这电影本来期望不高的，以为外国片，但是看到进入梦境教室那段感觉有趣起来了。。。 这片子成功我想离不开大家儿时的回忆或者都有共同的感知与共鸣， 至于三观就不评价了，这片子给我耳目一新的感觉。
605,4.0,贵阳,看了两遍都不厌倦的电影
606,5.0,平湖,非常非常好看
607,4.0,深圳,不错，值得一看的电影。
608,5.0,平泉,完美 看了太多遍
609,5.0,哈尔滨,很好的一部电影、太好看了、很好！
610,5.0,三亚,不错，全场无尿点
611,5.0,济源,喜欢，郝建、马丽、喜欢开心麻花
612,4.5,无为,很好看哦，，，
613,5.0,呼和浩特,好厶看推荐去
614,4.0,昆明,觉得名字特别去看了之后就明白了
615,5.0,扬州,笑点太多，特别解压，值回票价
616,4.5,武汉,非常棒的电影！
617,5.0,武汉,开心麻花的好看
618,5.0,肇庆,搞笑无厘头咯
619,4.5,南昌,不错可以的值得
620,5.0,沈阳,搞笑 和同事一块儿捧腹大笑
621,5.0,邓州,过去的就回不去了😄
622,5.0,兴化,很不错，很好看
623,4.5,自贡,这部电影里的梗不做作，不黄色，自然且笑料丰富，比如每次想到楼下老大爷叫马冬梅的就会笑！每次不开心就会找出来看～9.30已经买好羞羞的铁拳票，支持开心麻花，拯救不开心～
624,4.5,北京,我看了好几遍这个电影
625,4.5,盐城,很好看，搞笑，很爱夏洛！
626,5.0,邯郸,666，非常好
627,5.0,牡丹江,哈哈哈哈，可以说我是开心麻花的小**粉。满分肯定是有点夸张，但就凭它让我这么开心，我就任性的满分啦啦啦啦啦啦啦啦
628,3.5,临沂,还行，很久了，情节都忘的差不多了
629,2.5,上海,什么叫作，这就是了
630,5.0,成都,好看 看了几遍
631,4.5,大连,能不能提前啊，现在都没电影可看了，国产电影保护月放在暑假我***也是醉了
632,5.0,大连,很高兴呦，很好笑，在大连拍的喔
633,5.0,余姚,哈哈大笑，但是三观不正。内涵就是：得不到的才是最好的
634,5.0,武汉,片子不错，失去后才懂得珍惜表现得淋漓精致
635,3.5,武汉,总体来说还是可以的。，，，，？
636,5.0,哈尔滨,喜欢沈腾，喜欢开心麻花的风格
637,3.0,惠阳,没什么好看的
638,5.0,珠海,这部电影，精彩！
639,4.0,南昌,好看搞笑，个人喜欢这种喜剧片
640,4.5,广州,超好看(｡･ω･｡)ﾉ♡超搞笑〜(￣▽￣〜)超温馨ｸﾞｯ!(๑•̀ㅂ•́)و✧
641,4.0,南京,还行吧，比较搞笑，好玩
642,5.0,苏州,感人好看非常满意
643,5.0,温州,好看，看一遍笑一遍。经典
644,5.0,福州,很好看 感人
645,5.0,上饶,赞！超级搞笑！！！
646,5.0,哈尔滨,麻花粉，沈腾，马丽，艾伦
647,5.0,商丘,好看，特别好看
648,4.5,深圳,henabg
649,4.0,焦作,还不错，可以看一下
650,5.0,北京,very romantic
651,5.0,苏州,这是我看过的最真实，最贴近生活贴近自己的电影，绝对好看
652,4.5,青岛,刚好是因为自己是不是
653,5.0,上海,眼前一亮的感觉
654,5.0,扬州,很值得一看。
655,4.5,济南,"非常搞笑,很好看。。"
656,5.0,西安,"看了快两年了 😀😀
和前任看完就分了  哈哈哈哈
不过这电影还是蛮好看的"
657,5.0,成都,挺好，两年前看的，挺感谢当时一起看这电影的人，虽然现在已经成陌路
658,5.0,长沙,还好还好，好久以前看的
659,5.0,齐齐哈尔,非常好看，跟我老公领证那天去看的，算是纪念了，完美
660,5.0,济宁,"迟到了10几分钟。
珍惜身边的所有。家人，朋友。"
661,4.5,福州,重生文看多了就没什么感觉了不过挺好笑的
662,5.0,上饶,好看，感触很深
663,5.0,西安,😓挺好的。回味无穷。
664,5.0,沈阳,谁没有难忘的青春，影片很感人
665,5.0,吉林,贼6的一部电影，期待下一部
666,5.0,呼和浩特,完美  很好
667,4.0,济南,还好吧，爆米花电影，看过也就忘了
668,5.0,开封,tttttt
669,4.5,天津,两年前看得了，今天想起来了，很不错，
670,4.5,锡林郭勒,梦总会醒的，反映当今社会现实
671,5.0,长兴,超搞笑！期待更多优秀作品！比如羞羞的铁拳
672,0.5,三亚,第一次有一部电影，让我整整一周没胃口吃饭。
673,5.0,孝感,从头笑到尾！
674,5.0,郑州,满分的电影，好久没有这么好看的电影了
675,5.0,潍坊,挺好玩的，很好看
676,5.0,哈尔滨,每个人都想重新来活，但是重新开始的生活未必适合自己，所以享受珍惜当下最重要，小的幸福就从每一部好电影开始。
677,4.5,睢宁,笑料百出。真的赞
678,5.0,沈阳,非常棒，看了好几遍
679,4.0,上海,笑点很多～值得看～反正看完我嘴巴笑的累了～
680,5.0,平凉,不后悔看，棒棒哒
681,5.0,吉安,非常搞笑，让烦恼都烟消云散
682,4.5,武汉,电影好好看，气氛也可以
683,5.0,昌邑,这喜剧有点意思。
684,4.0,庐江县,感动啊，一次就好我陪你到天荒地老😭
685,4.5,昭通,满满的回忆，很好看
686,5.0,秦皇岛,当时看的蛮搞笑的。不错👍
687,5.0,长沙,很好，同模嘟嘟嘟嘟
688,5.0,上海,看了之后很感动，感动了很久，希望他能过的好吧
689,5.0,淮南,只是没事做了就去随便挑了个电影看   没想到那么好看
690,5.0,上饶,还可以，有那么好看的
691,4.5,上饶,好。
692,5.0,西安,喜剧电影拍的不错
693,5.0,天津,笑点接连不断，演员表演到位，喜欢沈腾马丽。
694,5.0,北京,先搞笑，后感人，喜欢马冬梅
695,4.0,北京,团购挺便宜的
696,5.0,上海,搞笑～～他们是认真的！
697,4.5,海口,很好看的，值得一看
698,5.0,宝鸡,还可以，挺好看的
699,4.5,河池,蛮搞笑的，太久了，不记得了😂
700,4.5,北京,非常完美，多吃观看
701,5.0,哈尔滨,超级好看，强烈推荐
702,5.0,大连,不一样的美好
703,5.0,宁海,还可以，挺不错的吧
704,3.5,西安,是路了尤其是咯我说了土了我咯了涂了谁
705,4.5,深圳,喜欢开心麻花团队
706,3.5,抚顺,还不错，很搞笑
707,4.0,太原,好看电影，不错影片
708,4.5,深圳,本年度最好的喜剧片
709,5.0,成都,"好看，推荐！
有儿时的回忆"
710,5.0,万州,好看好看好看精彩
711,4.0,吉林,前期看的很开心😄，最后看的很虐心，😢。总体很不错
712,0.5,沈阳,三观不正，全程尬笑。
713,5.0,石家庄,不错，特别好看
714,5.0,洛阳,本片说明了两件事儿，第一，开心麻花这次拍电影是认真的，第二，话剧演员的表演功力绝对能让人又哭又笑，虽然剧作结构有缺陷，但是不妨碍本片成为今年最好笑的大陆电影，前半段一直用发泄时的笑料扇国产青春片的耳光，后半段在搞笑中煽情，连马丽都看起来巨正点！
715,4.5,江阴,是不错的电影
716,1.0,上海,名字叫夏洛。无聊死了
717,4.0,秦皇岛,挺好笑的还，
718,5.0,锦州,院线追了三遍
719,5.0,郯城,完。看完想自己家里的老婆孩子
720,5.0,无锡,很好看，环境优。
721,4.5,齐齐哈尔,看了几次都爱看
722,4.0,梧州,搞笑，青春，励志！很喜欢！
723,5.0,大理,挺好的，还可以
724,5.0,德州,幽默诙谐   引发感慨   人活一世 努力努力
725,4.0,深圳,挺搞笑的，但同时又笑中带泪，很值得去看。
726,4.5,大连,都忘了还有影评一说啦😄回忆一下，难得的国产影片，第二部等待中。
727,5.0,深圳,电影还不错，影院环境也好！值得一看
728,5.0,西安,喜欢开心麻花
729,5.0,重庆,"好看
好看！"
730,5.0,杭州,自己看过了觉得很棒。至少让我笑得很开心。
731,4.0,上海,刚开始觉得演员太老吧 后来一入戏 这些都不算什么 感动欢笑 青春美好
732,5.0,兰州,不错不错哟！
733,5.0,深圳,特别想看，没票了！！
734,4.5,上海,挺好看的，喜欢
735,5.0,孝感,好看，笑点多。有人说三观不正的……但是只有失去才知道珍惜，不是人的通病么
736,5.0,咸宁,很好看，刷了好几遍，很搞笑
737,4.5,聊城,现实夹带搞笑，很不错，看过两次。
738,5.0,长沙,这个留下了深刻的印象，可见，好片会留痕的。
739,5.0,南通,还是很搞笑的
740,3.5,恩施,比较好加油啊
741,4.0,桐乡,开心麻花团队不错的
742,4.0,齐齐哈尔,电影内容不错
743,5.0,鞍山,过去的记忆就过去了😁
744,5.0,横店,好多点get到，好。
745,5.0,天津,挺好看的，一家人去的，看了两边了！
746,5.0,兰州,爽很爽非常爽
747,5.0,盐城,好笑啊哈哈哈
748,5.0,昆明,看到了那个记忆
749,3.5,迁安,还行吧，时间太久了，不记得当时是什么情况呢？跟老公这次特别喜欢看电影，经常会过来看的。
750,4.5,天津,热闹喜剧效果中透露着很深的人生感悟
751,5.0,杭州,完美，没毛病，老铁。
752,5.0,武汉,很好看啊，怀旧，青春
753,4.5,来宾,很好看………
754,5.0,西安,不错 很好
755,5.0,天津,2015最好看电影 没有之一
756,5.0,鞍山,很想再看一次的感觉
757,5.0,广安,很搞笑的影片
758,4.5,张家口,喜剧特色很浓！带孩子一起看的，很开心！
759,4.5,深圳,值得看，好电影
760,4.5,重庆,和某宝宝看的没看完她有事跑了。我也走了。。电影真心好看，看了三次才看完
761,3.0,石家庄,有一些青春的气息，但是一群小品演员，总感觉那里不太对
762,3.5,成都,简简单单的 挺好
763,3.5,沈阳,娱乐性还可以，有些梗比较老。
764,5.0,泰安,好看，经典段子久久不能忘怀，看电影闺女只来万达
765,4.5,景德镇,从头笑到尾。
766,4.5,惠州,非常好看的。
767,5.0,潜江,笑点足，超出预期
768,5.0,昆明,小制作，耐人寻味的好片子！！
769,4.5,广州,还是沈腾演的淡腾些
770,4.5,雷州,类似这样的电影有点多，但是还是觉得这个不错。
771,5.0,桐乡,超搞笑，反正笑抽了
772,5.0,重庆,故事讲得好，淋漓尽致
773,5.0,镇江,很棒，剧情紧凑，幽默搞笑，主演演技非常好，看了几遍还是觉得很有意思，
774,4.5,福州,电影不错喔，看的很开心，有收获
775,5.0,南京,其实我去看就是去看沈腾的！😜
776,4.0,深圳,很早以前看的，穿越题材挺有意思的，如果当作喜剧看没什么，但是仔细想想男主角真的像重生小说里面的抄袭🐶哈哈哈
777,4.5,杭州,很搞笑，好看。，，，
778,5.0,包头,很好看的国产电影
779,5.0,洛阳,很好看，特别喜欢开心麻花
780,4.5,武汉,笑中有泪，戳中生活中很多温馨的点
781,5.0,长春,很好，不错，满意，超乎预计效果
782,5.0,天津,首映时看的，现在电影还在，女朋友没了
783,5.0,广州,好看。故事完整剧情精彩有启发意义。
784,5.0,沈阳,老了好几次的
785,5.0,深圳,看的时候开怀大笑，看完之后痛哭流涕！
786,5.0,桐庐,美好的东西不一定是你想得却得不到的，而在于你是否珍惜它！
787,4.5,天津,之前看过话剧，部分情节电影里做了删改。基本还原，但是一些话剧里的笑点，电影里无法呈现。希望开心麻花继续努力，希望话剧票别再涨价
788,4.5,咸阳,懂得珍惜，你会更加幸福。
789,4.0,遵义,搞笑中带有深意
790,4.5,天津,可以可以，就是座位不太干净。。可能是上一波弄得，不怪影院。
791,5.0,北京,非常好看，喜剧片，不可怕，孩子应该不会害怕，我家闺女比较喜欢，推荐建议看一下啦
792,4.0,济南,挺有意思的，推荐观看
793,4.5,哈尔滨,喜欢，笑中有泪！
794,4.5,北海,好看。搞笑，不错。
795,5.0,大连,现在要学会珍惜，别等到失去才知道什么才是最好的❤
796,5.0,池州,纯粹的搞笑啊！还可以吧！
797,5.0,长沙,非常好看。喜欢
798,5.0,襄阳,很好看的 非常喜欢
799,5.0,成都,搞笑，全程笑点多
800,4.5,无锡,笑点多 真正的喜剧
801,5.0,长清区,不错的电影，很好笑
802,5.0,上海,这个电影很有印象，也是电影院看过的，笑死我了，票房很给力的那时候！
803,3.5,罗源县,挺好看的，可能很多人比较喜欢，但我不太喜欢这种题材的。总体还是好看的
804,5.0,温州,期待一下个好剧
805,4.5,辽阳,好好好，不错
806,3.5,许昌,好看，期待下部作品
807,5.0,武汉,"灰常灰常好看
！"
808,5.0,上海,永远忘不了，很赞
809,4.5,六安,看了就不烦恼了
810,5.0,昆山,好看，期待下次一起看了呃呃呃
811,4.0,日照,其实剧情也很俗套，但是好玩
812,5.0,天津,和前女友看的第二代场电影
813,4.0,福州,幽默搞笑看了心情也好点
814,5.0,呼和浩特,"很好笑,期待有新的作品"
815,2.5,嘉兴,不是特别饿好
816,4.0,宁波,不错哦、一，
817,5.0,瑞安,非常好看满意！
818,4.0,湘潭,拍得有趣且贴近生活
819,5.0,大庆,和男友去的  非常棒
820,5.0,清远,好看好看好笑
821,5.0,太原,非常好看，值得一去
822,5.0,临安,蛮好看的😊
823,5.0,济宁,好急了，真不错！
824,5.0,白银,沈腾，马丽真的看的我肚子疼，太逗了
825,5.0,佳木斯,从头笑到位，影院笑声不断
826,4.5,通辽,好看，感人至深
827,3.5,合肥,感觉剧情一般
828,4.5,深圳,好看又好笑。
829,4.5,阳泉,不错，笑点多，我的评价真是太晚了，忘记了
830,5.0,溧阳,不错哦！！！
831,4.5,南京,荒诞里有心酸
832,5.0,秦皇岛,很开心，高兴就好！
833,5.0,郑州,这部电影有搞笑的情节，有发人深思的细腻情感，让人看了之后，脑袋里会留下一个印象，实属不易。
834,5.0,深圳,绝对的值！！！！绝对的搞笑，绝对完爆港囧😓
835,5.0,西安,情理之中，引人深思
836,5.0,张家港,什么梅？马东梅啊
837,4.0,唐山,好极了，太逗了
838,5.0,沈阳,迟来的评价，笑得合不拢嘴
839,4.5,北京,真的很好看 笑点特别多 反正是戳中我一万个笑点 哈哈哈
840,5.0,保定,很棒 特搞笑 厉害hen
841,4.5,阜阳,看的不错，推荐一下
842,5.0,广州,很好，期待新作品
843,4.0,成都,可以 可以 乐园
844,5.0,玉林,非常好看，超爱
845,5.0,阳朔,很好看，东北式搞笑但不庸俗。值得再看一次
846,5.0,上海,这是一份补交的作业！
847,5.0,昆山,超级好看，很喜欢沈腾的幽默
848,5.0,武汉,好想再看一次
849,4.0,深圳,总有你想不到的画面
850,2.5,深圳,三观不正，不喜欢男主
851,5.0,宜兴,不错，值得观看
852,5.0,永州,因为这是我最后和她一起看的电影
853,4.0,莆田,年度最好的喜剧片，港囧跟夏洛特烦恼简直没法比，有笑点，有泪点。我都要成自来水了2333
854,5.0,大庆,是我看过最逗逼的一部电影
855,3.5,深圳,我觉得开心麻花还是更适合话剧，看了几部开心麻花的电影，都觉得有些恶俗。这种夸张和低俗的幽默用话剧表现反而没那么扎眼，电影还是更讲究画面和节奏。勉强好评吧。
856,4.5,上海,好看很好看的
857,5.0,石家庄,很好，超级棒
858,4.5,大连,挺好看的，有意思！
859,4.5,阜新,非常好！有个爱你的人不容易。
860,4.5,西安,很棒的样子吗
861,3.5,泰安,不错额  哎呦
862,5.0,北京,看不错，搞笑
863,5.0,秦皇岛,这个片子挺好看的
864,5.0,兰州,这部电影真的特好！超乎意料！值得看很多遍！
865,2.5,靖江,一般般也就那样 相当于几个小时的超长小品…
866,4.0,青岛,挺好的！！！
867,4.5,重庆,不错，挺搞笑的
