布隆迪,0.1
刚果（金）,0.49
海地,2.16
乍得,2.25
也门,2.57
喀麦隆,3.76
南苏丹,3.79
马达加斯加,4.04
巴布亚新几内亚,6.3
尼日尔,7.32
坦桑尼亚,8.18
苏丹,8.28
马里,8.98
马拉维,9.92
布基纳法索,10.84
冈比亚,10.99
塞内加尔,11.89
刚果（布）,14.46
阿富汗,14.74
尼日利亚,14.85
索马里,15.14
贝宁,15.24
叙利亚,16.82
吉布提,16.99
赞比亚,18.95
中非共和国,20.59
利比里亚,21.86
塞拉利昂,22.84
加蓬,24.84
埃塞俄比亚,24.92
白俄罗斯,26.9
几内亚比绍,27.91
阿尔及利亚,28.93
肯尼亚,31.51
乌干达,31.77
赤道几内亚,32.24
多哥,32.25
纳米比亚,32.26
Niue,35
科特迪瓦,38.31
加纳,39.43
Tuvalu,40.47
斯威士兰,41.47
莱索托,42.92
伊拉克,43.17
几内亚,43.23
吉尔吉斯斯坦,44.68
波黑,45.34
牙买加,47.28
利比亚,49.09
塔吉克斯坦,49.43
安哥拉,51.68
摩尔多瓦,53.09
毛里塔尼亚,53.93
所罗门群岛,54.09
南非,57.05
博茨瓦纳,60.29
圣文森特和格林纳丁斯,62.53
保加利亚,63.32
圣卢西亚,64.12
津巴布韦,66.75
圣多美和普林西比,67.62
埃及,67.8
亚美尼亚,68.45
"
巴勒斯坦",70.99
科摩罗,71.81
格鲁吉亚,72.11
乌克兰,72.89
格林纳达,77.29
黎巴嫩,78.3
北马其顿,80.46
莫桑比克,81.51
瓦努阿图,83.22
Montserrat,84.54
巴哈马,84.58
苏里南,85.32
罗马尼亚,87.6
危地马拉,90.57
约旦,90.82
多米尼克,91.68
缅甸,94.94
阿尔巴尼亚,97.02
东帝汶,102.31
科索沃,102.36
安道尔,106.58
黑山,106.69
巴基斯坦,108.26
巴巴多斯,108.79
突尼斯,109.13
哈萨克斯坦,110.13
特立尼达和多巴哥,110.37
玻利维亚,111.56
Kiribati,112.66
圣基茨和尼维斯,112.93
俄罗斯,112.96
圭亚那,113.24
伯利兹,115.75
巴拉圭,117.35
洪都拉斯,119.26
塞尔维亚,123.63
卢旺达,124.7
乌兹别克斯坦,125.12
阿曼,126.37
摩纳哥,126.47
Falkland Islands,126.53
安提瓜和巴布达,127
克罗地亚,128.26
佛得角,129.57
斯洛伐克,129.57
菲律宾,129.74
圣赫勒拿岛,130
委内瑞拉,131.9
阿塞拜疆,132.71
British Virgin Islands,133.24
印度,133.53
不丹,134
尼泊尔,136.74
圣马力诺,138.49
格陵兰,140.23
印度尼西亚,140.88
Tokelau,141.52
老挝,141.74
多米尼加,142.03
Sint Maarten (Dutch part),142.89
波兰,143.08
斯洛文尼亚,143.56
摩洛哥,145.42
Wallis and Futuna,146.81
墨西哥,147.32
爱沙尼亚,149.2
尼加拉瓜,149.25
Curacao,150.51
孟加拉,152.87
安圭拉,152.9
拉脱维亚,154.28
Aruba,158.43
斐济,158.96
New Caledonia,159.24
哥伦比亚,159.54
French Polynesia,159.8
北塞浦路斯土耳其共和国,161.52
萨尔瓦多,161.59
捷克,163.52
蒙古,164.67
立陶宛,166.28
Tonga,169.75
美国,170.84
匈牙利,171.15
马尔代夫,172.85
土耳其,173.18
伊朗,174.07
特克斯和凯科斯群岛,175.06
沙特阿拉伯,178.84
文莱,179.04
瑞士,179.65
巴拿马,181.97
科威特,182.03
斯里兰卡,182.97
列支敦士登公国,184.12
萨摩亚,185.54
泰国,187.54
厄瓜多尔,189.02
以色列,194.97
毛里求斯,195.87
巴林,195.97
塞浦路斯,197.5
巴西,197.58
荷兰,198.09
希腊,199.24
Pitcairn,200
奥地利,201.04
西班牙,201.57
塞舌尔,201.66
卢森堡,202.13
哥斯达黎加,203.15
德国,205.6
挪威,206.46
越南,206.93
秘鲁,207.41
英国,207.53
日本,208.75
瑞典,209.12
法国,211.03
芬兰,211.23
百慕大,211.27
Nauru,211.31
马来西亚,211.65
法罗群岛克朗,211.8
开曼群岛,212.21
阿根廷,213.64
新西兰,214.73
爱尔兰,216.99
加拿大,217.19
比利时,217.33
冰岛,218.41
柬埔寨,219.19
泽西岛,219.58
澳大利亚,220.59
马恩岛,222.08
Cook Islands,225.34
葡萄牙,225.45
意大利,225.77
丹麦,227.32
卡塔尔,228.2
中国,229.49
乌拉圭,232.7
韩国,235.78
格恩西岛,237.79
马耳他,244.18
阿联酋,246.02
新加坡,254.91
智利,267.32
古巴,314.06
直布罗陀,352.44
