MMSI,BaseDateTime,LAT,LON,SOG,COG
412322804,2019-01-04 14:58:10,35.2464316,120.291614,2.33384615,91.1876923
412322804,2019-01-04 15:03:10,35.24627,120.295525,2.35090909,94.6472727
412322804,2019-01-04 15:08:10,35.246072,120.299434,2.35818182,95.82
412322804,2019-01-04 15:13:10,35.245859,120.303353,2.28909091,93.0272727
412322804,2019-01-04 15:18:10,35.2456849,120.307302,2.25878788,90.6030303
412322804,2019-01-04 15:23:10,35.2455106,120.31125,2.22848485,88.1787879
412322804,2019-01-04 15:28:10,35.2453339,120.315198,2.205,86.1575
412322804,2019-01-04 15:33:10,35.2451208,120.319141,2.28833333,90.4491667
412322804,2019-01-04 15:38:10,35.2449075,120.323083,2.37166667,94.7408333
412322804,2019-01-04 15:43:10,35.2445623,120.326985,2.3739816,97.2667543
412322804,2019-01-04 15:48:10,35.2441491,120.330866,2.33455979,98.8830486
412314050,2019-01-04 09:47:20,35.269505,120.324065,2.1,269.2
412314050,2019-01-04 09:52:20,35.2694161,120.32046,2.17211538,267.180769
412314050,2019-01-04 09:57:20,35.2692566,120.316849,2.14787535,265.774504
412314050,2019-01-04 10:02:20,35.2690614,120.313253,2.1,265.523094
412314050,2019-01-04 10:07:20,35.2688775,120.309682,2.1,266.263004
412314050,2019-01-04 10:12:20,35.2686904,120.306156,2.1,265.338188
412314050,2019-01-04 10:17:20,35.2685054,120.30263,2.1,264.553251
412314050,2019-01-04 10:22:20,35.2683522,120.299088,2.1,266.643034
412314050,2019-01-04 10:27:20,35.2681989,120.295545,2.1,268.732817
412314050,2019-01-04 10:32:20,35.2682482,120.292022,2.1,270.299078
412314050,2019-01-04 10:37:20,35.2682989,120.288578,2.07615449,271.1
412314050,2019-01-04 10:42:20,35.2683317,120.285222,2.02577666,271.1
412314050,2019-01-04 10:47:20,35.2683645,120.281865,1.97539882,271.1
412314050,2019-01-04 10:52:20,35.2683971,120.278509,1.92502099,271.1
412314050,2019-01-04 10:57:20,35.2684234,120.275233,1.9,270.904573
412314050,2019-01-04 11:02:20,35.2684433,120.272036,1.9,270.516307
412314050,2019-01-04 11:07:20,35.2684632,120.268839,1.9,270.128041
412314050,2019-01-04 11:12:20,35.2684829,120.265643,1.9,269.739776
412314050,2019-01-04 11:17:20,35.2683234,120.262483,1.9,266.197468
412314050,2019-01-04 11:22:20,35.268063,120.259345,1.9,260.881013
412314050,2019-01-04 11:27:20,35.2676937,120.256395,2.22107473,267.786734
412314050,2019-01-04 11:32:20,35.2672966,120.253494,2.6240974,277.811923
412314050,2019-01-04 11:37:20,35.2668994,120.250593,3.02712007,287.837112
412314050,2019-01-04 11:42:20,35.2665022,120.247691,3.43014274,297.862301
412314050,2019-01-04 11:47:20,35.2667101,120.248043,2.35342466,277.687671
412314050,2019-01-04 11:52:20,35.2670448,120.249078,0.966438356,251.180822
412314050,2019-01-04 11:57:20,35.2667197,120.248453,0.713866232,245.028385
412314050,2019-01-04 12:02:20,35.2663045,120.247602,0.615986949,241.65155
412314050,2019-01-04 12:07:20,35.2658376,120.247047,0.57247807,233.008553
412314050,2019-01-04 12:12:20,35.2653606,120.246549,0.539583333,223.3375
412314050,2019-01-04 12:17:20,35.2648837,120.246051,0.506688596,213.666447
412314050,2019-01-04 12:22:20,35.2645375,120.246249,1.69624609,195.500834
412314050,2019-01-04 12:27:20,35.2642246,120.246625,3.19781022,175.167153
412314050,2019-01-04 12:32:20,35.2639118,120.247001,4.69937435,154.833472
412314050,2019-01-04 12:37:20,35.2643817,120.247094,4.80039651,139.762649
412314050,2019-01-04 12:42:20,35.2653733,120.246997,3.96772403,128.200397
412314050,2019-01-04 12:47:20,35.266365,120.2469,3.13505155,116.638144
412314050,2019-01-04 12:52:20,35.2673567,120.246803,2.30237906,105.075892
412314050,2019-01-04 12:57:20,35.2677648,120.247959,1.81623465,99.4312415
412314050,2019-01-04 13:02:20,35.2672853,120.251018,1.85716235,102.787312
412314050,2019-01-04 13:07:20,35.2668057,120.254077,1.89809004,106.143383
412314050,2019-01-04 13:12:20,35.2661686,120.257206,1.9,104.893443
412314050,2019-01-04 13:17:20,35.2655511,120.260397,1.9599455,102.641689
412314050,2019-01-04 13:22:20,35.2651171,120.263642,1.975,97.875
412314050,2019-01-04 13:27:20,35.26485,120.266919,1.92598039,90.9632353
412314050,2019-01-04 13:32:20,35.2646474,120.270258,1.91546053,88.034375
412314050,2019-01-04 13:37:20,35.2645177,120.273666,1.94835526,89.596875
412314050,2019-01-04 13:42:20,35.2643878,120.277074,1.98125,91.159375
412314050,2019-01-04 13:47:20,35.2642579,120.280482,2.01414474,92.721875
412314050,2019-01-04 13:52:20,35.2641279,120.28389,2.04703947,94.284375
412314050,2019-01-04 13:57:20,35.2639978,120.287298,2.07993421,95.846875
412314050,2019-01-04 14:02:20,35.2638121,120.290775,2.1,96.3528662
412314050,2019-01-04 14:07:20,35.2635336,120.294328,2.1,95.5336554
412314050,2019-01-04 14:12:20,35.2632429,120.297815,2.1,95.3404187
412314050,2019-01-04 14:17:20,35.2630136,120.30132,2.1042465,94.8815122
412314050,2019-01-04 14:22:20,35.2629476,120.304867,2.1197825,93.7163128
412314050,2019-01-04 14:27:20,35.2628815,120.308414,2.13531849,92.5511134
412314050,2019-01-04 14:32:20,35.2628152,120.311961,2.15085448,91.385914
412314050,2019-01-04 14:37:20,35.2627489,120.315508,2.16639047,90.2207147
412314050,2019-01-04 14:42:20,35.2626824,120.319055,2.18192646,89.0555153
412314050,2019-01-04 14:47:20,35.2626159,120.322602,2.19746245,87.8903159
412314050,2019-01-04 14:52:20,35.2623772,120.326132,2.18327781,89.7066622
412314050,2019-01-04 14:57:20,35.2621048,120.329657,2.16329114,92.1050633
412314050,2019-01-04 15:02:20,35.2618324,120.333183,2.14330446,94.5034644
412314050,2019-01-04 15:07:20,35.2615598,120.336708,2.12331779,96.9018654
412314050,2019-01-04 15:12:20,35.2612871,120.340234,2.10333111,99.3002665
412314050,2019-01-04 15:17:20,35.2608432,120.343627,2.05265152,99.2265152
412365178,2019-01-04 07:43:00,35.25668,120.369148,2.0,271.4
412365178,2019-01-04 07:48:00,35.256764,120.365725,2.02405774,271.736808
412365178,2019-01-04 07:53:00,35.2568478,120.362302,2.04811548,272.073617
412365178,2019-01-04 07:58:00,35.2569316,120.358879,2.07217322,272.410425
412365178,2019-01-04 08:03:00,35.2570152,120.355456,2.09623095,272.747233
412365178,2019-01-04 08:08:00,35.2570829,120.351912,2.1,270.397778
412365178,2019-01-04 08:13:00,35.2571264,120.348351,2.1,268.09213
412365178,2019-01-04 08:18:00,35.2570818,120.344811,2.1,268.051425
412365178,2019-01-04 08:23:00,35.2570371,120.341271,2.1,268.010719
412365178,2019-01-04 08:28:00,35.2569923,120.337731,2.1,267.970014
412365178,2019-01-04 08:33:00,35.2569474,120.334191,2.1,267.929308
412365178,2019-01-04 08:38:00,35.2569056,120.331513,2.1019485,268.028601
412365178,2019-01-04 08:43:00,35.2568721,120.331054,2.10890745,268.487891
412365178,2019-01-04 08:48:00,35.2568386,120.330595,2.11586639,268.947182
412365178,2019-01-04 08:53:00,35.2568051,120.330136,2.12282533,269.406472
412365178,2019-01-04 08:58:00,35.2567716,120.329677,2.12978427,269.865762
412365178,2019-01-04 09:03:00,35.2567381,120.329218,2.13674322,270.325052
412365178,2019-01-04 09:08:00,35.2567045,120.32876,2.14370216,270.784342
412365178,2019-01-04 09:13:00,35.256671,120.328301,2.1506611,271.243633
412365178,2019-01-04 09:18:00,35.2566375,120.327842,2.15762004,271.702923
412365178,2019-01-04 09:23:00,35.256604,120.327383,2.16457898,272.162213
412365178,2019-01-04 09:28:00,35.2565705,120.326924,2.17153793,272.621503
412365178,2019-01-04 09:33:00,35.2565369,120.326465,2.17849687,273.080793
412365178,2019-01-04 09:38:00,35.2565034,120.326006,2.18545581,273.540084
412365178,2019-01-04 09:43:00,35.2564699,120.325547,2.19241475,273.999374
412365178,2019-01-04 09:48:00,35.2564363,120.325088,2.1993737,274.458664
412365178,2019-01-04 09:53:00,35.2566491,120.321603,2.2,274.345326
412365178,2019-01-04 09:58:00,35.2568861,120.317818,2.2,274.175354
412365178,2019-01-04 10:03:00,35.257123,120.314033,2.2,274.005382
412365178,2019-01-04 10:08:00,35.2573598,120.310249,2.2,273.835411
412365178,2019-01-04 10:13:00,35.2575964,120.306464,2.2,273.665439
412365178,2019-01-04 10:18:00,35.2578319,120.30268,2.2,273.482609
412365178,2019-01-04 10:23:00,35.2580291,120.298949,2.2,272.830435
412365178,2019-01-04 10:28:00,35.2580578,120.295233,2.1534202,271.914984
412365178,2019-01-04 10:33:00,35.2580781,120.291517,2.10456026,270.986645
412365178,2019-01-04 10:38:00,35.2580454,120.287843,2.1,270.673018
412365178,2019-01-04 10:43:00,35.2580071,120.284173,2.1,270.42267
412365178,2019-01-04 10:48:00,35.2579864,120.280588,2.07091255,270.3
412365178,2019-01-04 10:53:00,35.2579826,120.277084,2.01387833,270.3
412365178,2019-01-04 10:58:00,35.2580384,120.273679,1.97405714,270.455657
412365178,2019-01-04 11:03:00,35.2581133,120.270305,1.93977143,270.661371
412365178,2019-01-04 11:08:00,35.258188,120.266931,1.90548571,270.867086
412365178,2019-01-04 11:13:00,35.258074,120.263604,1.9,269.22
412365178,2019-01-04 11:18:00,35.257924,120.260284,1.9,267.22
412365178,2019-01-04 11:23:00,35.2577925,120.257011,1.9,268.078619
412365178,2019-01-04 11:28:00,35.2577075,120.253776,1.88202443,269.071902
412365178,2019-01-04 11:33:00,35.2577048,120.250598,1.82966841,269.281326
412365178,2019-01-04 11:38:00,35.2578424,120.247523,1.77245763,272.870339
412365178,2019-01-04 11:43:00,35.2581634,120.244583,1.70889831,280.878814
412365178,2019-01-04 11:48:00,35.2580837,120.241619,1.74250412,271.416474
412365178,2019-01-04 11:53:00,35.2579387,120.23865,1.79192751,259.110049
412365178,2019-01-04 11:58:00,35.2571433,120.235804,1.8,251.149864
412365178,2019-01-04 12:03:00,35.256221,120.232983,1.8,244.038147
412365178,2019-01-04 12:08:00,35.2551289,120.230255,1.8,237.875806
412365178,2019-01-04 12:13:00,35.2537532,120.22769,1.78923445,233.878469
412365178,2019-01-04 12:18:00,35.2522748,120.22521,1.71746411,233.734928
412365178,2019-01-04 12:23:00,35.2511682,120.223346,1.17514451,237.76763
412365178,2019-01-04 12:28:00,35.2501089,120.221423,1.18114622,250.098822
412365178,2019-01-04 12:33:00,35.2490021,120.21933,1.64713444,267.002946
412365178,2019-01-04 12:38:00,35.2478953,120.217238,2.11312266,283.90707
412365178,2019-01-04 12:43:00,35.2467885,120.215146,2.57911087,300.811194
412365178,2019-01-04 12:48:00,35.2456816,120.213054,3.04509909,317.715319
412365178,2019-01-04 12:53:00,35.2445746,120.210962,3.51108731,334.619443
412365178,2019-01-04 12:58:00,35.2437049,120.209705,3.82804428,342.099262
412365178,2019-01-04 13:03:00,35.2432221,120.209812,3.90184502,334.202583
412365178,2019-01-04 13:08:00,35.2427393,120.209918,3.97564576,326.305904
412365178,2019-01-04 13:13:00,35.2428566,120.210192,3.95677419,200.592903
412365178,2019-01-04 13:18:00,35.2429499,120.21125,4.01933702,52.6734807
412365178,2019-01-04 13:23:00,35.2406985,120.21746,5.01381215,167.452486
412365178,2019-01-04 13:28:00,35.2402757,120.217569,4.31464968,132.329618
412365178,2019-01-04 13:33:00,35.2400265,120.217098,3.45477707,82.9824841
412365178,2019-01-04 13:38:00,35.2398701,120.219943,2.73011583,81.1760618
412365178,2019-01-04 13:43:00,35.2397681,120.223507,2.1,88.4415954
412365178,2019-01-04 13:48:00,35.2399974,120.226997,2.1,82.4586895
412365178,2019-01-04 13:53:00,35.2405205,120.230476,2.07326255,79.1925676
412365178,2019-01-04 13:58:00,35.2410678,120.233953,2.04430502,76.152027
412365178,2019-01-04 14:03:00,35.241615,120.23743,2.01534749,73.1114865
412365178,2019-01-04 14:08:00,35.242197,120.240965,2.05465116,75.5168605
412365178,2019-01-04 14:13:00,35.2428181,120.244564,2.17093023,84.0633721
412365178,2019-01-04 14:18:00,35.2428559,120.248223,2.14966443,91.0322148
412365178,2019-01-04 14:23:00,35.2425872,120.251887,2.12047244,97.4173228
412365178,2019-01-04 14:28:00,35.2419992,120.255504,2.1992126,103.637795
412365178,2019-01-04 14:33:00,35.2416605,120.259225,2.11610169,94.9745763
412365178,2019-01-04 14:38:00,35.2414022,120.262915,2.13681818,94.2940909
412365178,2019-01-04 14:43:00,35.241162,120.266599,2.18227273,95.5213636
412365178,2019-01-04 14:48:00,35.24081,120.270193,2.15821918,96.8773973
412365178,2019-01-04 14:53:00,35.2403878,120.273743,2.1,97.8674419
412365178,2019-01-04 14:58:00,35.2399731,120.277363,2.1,96.3170543
412365178,2019-01-04 15:03:00,35.2396893,120.28092,2.08896493,96.3869119
412365178,2019-01-04 15:08:00,35.2394267,120.284466,2.07613345,96.7205304
412365178,2019-01-04 15:13:00,35.239164,120.288012,2.06330197,97.0541488
412365178,2019-01-04 15:18:00,35.2389013,120.291558,2.05047049,97.3877673
412365178,2019-01-04 15:23:00,35.2386384,120.295105,2.03763901,97.7213858
412365178,2019-01-04 15:28:00,35.2383754,120.298651,2.02480753,98.0550043
412365178,2019-01-04 15:33:00,35.2381123,120.302197,2.01197605,98.3886228
412365178,2019-01-04 15:38:00,35.2378359,120.305727,2.0,98.8084906
412365178,2019-01-04 15:43:00,35.2373743,120.309034,2.0,100.435849
412365178,2019-01-04 15:48:00,35.2369126,120.312342,2.0,102.063208
413798683,2019-01-04 00:03:20,35.7895833,120.12595,8.4,196.3
413798683,2019-01-04 00:08:20,35.7779388,120.123798,8.27640449,184.352809
413798683,2019-01-04 00:13:20,35.7660993,120.122417,8.4,183.055224
413798683,2019-01-04 00:18:20,35.7542905,120.121367,8.31203008,180.100752
413798683,2019-01-04 00:23:20,35.7425799,120.120606,8.3,186.731169
413798683,2019-01-04 00:28:20,35.7311015,120.119696,8.05950413,187.842149
413798683,2019-01-04 00:33:20,35.7198648,120.118666,7.9709434,182.557358
413798683,2019-01-04 00:38:20,35.7087897,120.117251,7.95114155,184.028767
413798683,2019-01-04 00:43:20,35.6976068,120.116779,7.92689394,183.232955
413798683,2019-01-04 00:48:20,35.6864186,120.116401,7.9946281,180.848347
413798683,2019-01-04 00:53:20,35.6753431,120.11677,7.96775362,184.087681
413798683,2019-01-04 00:58:20,35.6643223,120.116558,7.84263959,176.971574
413798683,2019-01-04 01:03:20,35.6532438,120.116865,7.95947712,180.222876
413798683,2019-01-04 01:08:20,35.6421625,120.117683,7.86875,174.384375
413798683,2019-01-04 01:13:20,35.6311409,120.117512,7.70340909,166.469318
413798683,2019-01-04 01:18:20,35.6201706,120.118007,7.9,181.002893
413798683,2019-01-04 01:23:20,35.6092315,120.117218,7.74710744,174.13719
413798683,2019-01-04 01:28:20,35.5987065,120.118194,7.48064516,174.632258
413798683,2019-01-04 01:33:20,35.5882331,120.119507,7.8,176.706494
413798683,2019-01-04 01:38:20,35.5773076,120.119859,7.74583333,178.533333
413798683,2019-01-04 01:43:20,35.56653,120.120789,7.6308642,171.219753
413798683,2019-01-04 01:48:20,35.5559153,120.121335,7.62880658,180.251029
413798683,2019-01-04 01:53:20,35.5451648,120.122446,7.7,176.676018
413798683,2019-01-04 01:58:20,35.5343987,120.123125,7.7,175.017978
413798683,2019-01-04 02:03:20,35.5235419,120.123382,7.661,177.126
413798683,2019-01-04 02:08:20,35.5134283,120.125086,7.5,162.231683
413798683,2019-01-04 02:13:20,35.5033096,120.128798,7.58876404,172.439326
413798683,2019-01-04 02:18:20,35.4946444,120.134661,7.13930348,155.728358
413798683,2019-01-04 02:23:20,35.4848149,120.138475,7.26315789,179.452632
413798683,2019-01-04 02:28:20,35.4744556,120.138814,7.5,176.352925
413798683,2019-01-04 02:33:20,35.4638648,120.139024,7.49162011,169.121229
413798683,2019-01-04 02:38:20,35.4536953,120.137515,7.26614173,196.807087
413798683,2019-01-04 02:43:20,35.4434162,120.134784,7.41679104,193.253731
413798683,2019-01-04 02:48:20,35.43302,120.132362,7.46831276,188.148971
413798683,2019-01-04 02:53:20,35.422919,120.128852,7.4,195.24345
413798683,2019-01-04 02:58:20,35.4129611,120.125029,7.36629526,194.297772
413798683,2019-01-04 03:03:20,35.4028799,120.121964,7.3,191.868362
413798683,2019-01-04 03:08:20,35.393633,120.117741,7.04772727,197.938636
413798683,2019-01-04 03:13:20,35.3842303,120.113608,7.06446281,200.095868
413798683,2019-01-04 03:18:20,35.3746947,120.109697,7.19547511,196.570136
413798683,2019-01-04 03:23:20,35.3652585,120.105602,7.14405594,197.103846
413798683,2019-01-04 03:28:20,35.3556247,120.101872,7.1,199.979638
413798683,2019-01-04 03:33:20,35.3459485,120.098203,7.1,201.259091
413798683,2019-01-04 03:38:20,35.3362492,120.094811,7.19943182,187.480682
413798683,2019-01-04 03:43:20,35.3268163,120.091176,7.2,189.514141
413798683,2019-01-04 03:48:20,35.3170153,120.088668,7.01628959,196.354299
413798683,2019-01-04 03:53:20,35.307684,120.084632,7.13911439,197.676384
413798683,2019-01-04 03:58:20,35.2983831,120.08058,7.08934426,201.744672
413798683,2019-01-04 04:03:20,35.2895654,120.075252,7.0,202.946269
413798683,2019-01-04 04:08:20,35.2812046,120.069161,6.98099315,209.42637
413798683,2019-01-04 04:13:20,35.2735591,120.061849,6.92962329,212.200342
413798683,2019-01-04 04:18:20,35.265736,120.054697,6.98193548,213.308387
413798683,2019-01-04 04:23:20,35.2569115,120.049239,7.07555556,204.36
413798683,2019-01-04 04:28:20,35.2475459,120.045104,7.11219512,198.497561
413798683,2019-01-04 04:33:20,35.2384511,120.039963,7.2,201.855738
413798683,2019-01-04 04:38:20,35.2296455,120.034354,7.2,198.483372
413798683,2019-01-04 04:43:20,35.2205723,120.029274,7.09464286,201.533929
413798683,2019-01-04 04:48:20,35.2111739,120.025506,7.0,195.117391
413798683,2019-01-04 04:53:20,35.201658,120.022416,7.0,195.257692
413798683,2019-01-04 04:58:20,35.1926882,120.018061,7.0,192.373077
413798683,2019-01-04 05:03:20,35.1832156,120.014698,7.0,198.741202
413798683,2019-01-04 05:08:20,35.1742456,120.009952,6.86834532,205.539568
413798683,2019-01-04 05:13:20,35.1651496,120.006237,6.70330189,200.747642
413798683,2019-01-04 05:18:20,35.1566961,120.00108,6.71568627,196.543137
413798683,2019-01-04 05:23:20,35.1473296,119.998184,6.86129032,194.045161
413798683,2019-01-04 05:28:20,35.1375273,119.996487,7.2,184.122099
413798683,2019-01-04 05:33:20,35.1273911,119.994697,7.2,192.72987
413798683,2019-01-04 05:38:20,35.1177182,119.991187,7.1,197.452096
413798683,2019-01-04 05:43:20,35.1081205,119.988073,6.99304029,188.159341
413798683,2019-01-04 05:48:20,35.0984191,119.986172,6.9,188.12449
413798683,2019-01-04 05:53:20,35.0886713,119.984998,6.89623431,190.857741
413798683,2019-01-04 05:58:20,35.0794125,119.981462,6.8,198.808511
413798683,2019-01-04 06:03:20,35.0702517,119.977514,6.8,193.702128
413798683,2019-01-04 06:08:20,35.0608601,119.974309,6.92596154,197.261538
413798683,2019-01-04 06:13:20,35.0513488,119.971357,7.0,192.418182
413798683,2019-01-04 06:18:20,35.0415463,119.969498,6.97373418,187.235443
413798683,2019-01-04 06:23:20,35.031906,119.967468,6.87022222,189.240444
413798683,2019-01-04 06:28:20,35.0222978,119.965858,6.8,185.260204
413798683,2019-01-04 06:33:20,35.0126152,119.965532,6.82046632,177.446891
413798683,2019-01-04 06:38:20,35.0029261,119.965908,6.89818653,171.928756
413798683,2019-01-04 06:43:20,34.9931372,119.96468,6.97806394,175.937389
413798683,2019-01-04 06:48:20,34.9833459,119.963415,7.0579929,180.173623
413798683,2019-01-04 06:53:20,34.9735546,119.962149,7.13792185,184.409858
413798683,2019-01-04 06:58:20,34.9637093,119.960853,7.17788779,187.257756
413798683,2019-01-04 07:03:20,34.9536833,119.959482,7.12112211,186.90396
413798683,2019-01-04 07:08:20,34.9437712,119.957923,7.16987654,191.625926
413798683,2019-01-04 07:13:20,34.9342033,119.95517,7.0217284,192.737037
413798683,2019-01-04 07:18:20,34.9245224,119.952098,7.1917603,192.228839
413798683,2019-01-04 07:23:20,34.9146591,119.949204,7.2,188.578068
413798683,2019-01-04 07:28:20,34.9049478,119.945857,7.31872659,202.838951
413798683,2019-01-04 07:33:20,34.896045,119.939989,7.4,217.331156
413798683,2019-01-04 07:38:20,34.8877811,119.932249,7.48803828,221.519139
413798683,2019-01-04 07:43:20,34.8795429,119.924898,7.10220994,202.481215
413798683,2019-01-04 07:48:20,34.869902,119.922315,7.18508287,194.276796
413798683,2019-01-04 07:53:20,34.8600412,119.920305,7.14493392,193.072687
413798683,2019-01-04 07:58:20,34.8502518,119.917353,7.16298343,187.881215
413798683,2019-01-04 08:03:20,34.8402185,119.915926,7.1,181.6392
413798683,2019-01-04 08:08:20,34.8301838,119.915078,7.0013468,182.487879
413798683,2019-01-04 08:13:20,34.8202271,119.914035,7.1,182.577049
413798683,2019-01-04 08:18:20,34.8101475,119.913451,7.18295964,182.2
413798683,2019-01-04 08:23:20,34.7999943,119.91267,7.25820896,184.568657
413798683,2019-01-04 08:28:20,34.7898265,119.911737,7.2,183.312808
413798683,2019-01-04 08:33:20,34.7797074,119.911142,7.13891626,179.107389
413798683,2019-01-04 08:38:20,34.7696539,119.910163,7.2,186.965939
413798683,2019-01-04 08:43:20,34.7596848,119.908272,7.16140351,191.219298
413798683,2019-01-04 08:48:20,34.7499394,119.905868,6.98248175,191.431387
413798683,2019-01-04 08:53:20,34.7404726,119.903261,6.8,192.432353
413798683,2019-01-04 08:58:20,34.7311453,119.900501,6.87087379,191.583495
413798683,2019-01-04 09:03:20,34.7218044,119.898975,6.74262295,185.719672
413798683,2019-01-04 09:08:20,34.7123345,119.897317,6.94857143,191.574286
413798683,2019-01-04 09:13:20,34.7030603,119.893281,7.32380952,209.298413
413798683,2019-01-04 09:18:20,34.6944321,119.886021,7.4,211.3904
413798683,2019-01-04 09:23:20,34.6856121,119.87919,7.4,208.767464
413798683,2019-01-04 09:28:20,34.6763322,119.873608,7.30530035,201.771025
413798683,2019-01-04 09:33:20,34.6671359,119.868556,7.05710227,201.076136
413798683,2019-01-04 09:38:20,34.6578975,119.863914,7.20498534,204.621408
413798683,2019-01-04 09:43:20,34.6484559,119.859775,7.1,195.3
413798683,2019-01-04 09:48:20,34.6388373,119.856665,7.0047619,190.609524
413798683,2019-01-04 09:53:20,34.6291953,119.854818,6.98271605,187.182716
413798683,2019-01-04 09:58:20,34.6195883,119.854772,6.76958525,172.405991
413798683,2019-01-04 10:03:20,34.6102724,119.856923,6.84752475,166.626238
413798683,2019-01-04 10:08:20,34.6007746,119.859279,6.9,164.273188
413798683,2019-01-04 10:13:20,34.5918496,119.863159,7.00503876,165.155426
413798683,2019-01-04 10:18:20,34.5827855,119.865624,7.23033175,172.012796
413798683,2019-01-04 10:23:20,34.5727974,119.861027,7.94123223,203.718957
413798683,2019-01-04 10:28:20,34.5628852,119.854329,8.16383562,211.310685
413798683,2019-01-04 10:33:20,34.5528454,119.846983,8.46387435,208.169634
413798683,2019-01-04 10:38:20,34.542125,119.839611,8.90149254,207.375622
413798683,2019-01-04 10:43:20,34.5313464,119.831018,9.1835,212.4155
413798683,2019-01-04 10:48:20,34.5202811,119.822607,9.32782258,211.778226
413798683,2019-01-04 10:53:20,34.5090182,119.814124,9.47707006,210.650318
413798683,2019-01-04 10:58:20,34.4974876,119.805845,9.4,209.377838
413798683,2019-01-04 11:03:20,34.4861678,119.797694,9.32510288,211.699177
413798683,2019-01-04 11:08:20,34.4749482,119.789272,9.32550607,208.135628
413798683,2019-01-04 11:13:20,34.4630527,119.78566,9.34844444,173.410222
413798683,2019-01-04 11:18:20,34.4505547,119.790576,9.4236246,158.76343
413798683,2019-01-04 11:23:20,34.4378167,119.794349,9.44117647,183.083824
413798683,2019-01-04 11:28:20,34.4248022,119.789556,9.94716981,205.092453
413798683,2019-01-04 11:33:20,34.412301,119.783165,9.96367347,190.923673
413798683,2019-01-04 11:38:20,34.3993623,119.786391,9.84124514,151.633074
413798683,2019-01-04 11:43:20,34.388171,119.795719,9.40224719,148.140449
413798683,2019-01-04 11:48:20,34.3780195,119.796276,7.8442623,225.181967
413798683,2019-01-04 11:53:20,34.3738386,119.784323,8.17462687,252.513433
413798683,2019-01-04 11:58:20,34.364753,119.775871,8.73432836,228.614179
413798683,2019-01-04 12:03:20,34.3567281,119.765773,9.12921348,225.41573
413798683,2019-01-04 12:08:20,34.350297,119.75347,8.89889299,238.549446
413798683,2019-01-04 12:13:20,34.3411398,119.74889,7.88287293,162.862983
413798683,2019-01-04 12:18:20,34.3298867,119.74965,7.92,210.92
413798683,2019-01-04 12:23:20,34.321982,119.74032,8.08123249,209.385154
413798683,2019-01-04 12:28:20,34.3121245,119.735114,8.94409938,190.919876
413798683,2019-01-04 12:33:20,34.3046999,119.724131,8.95495495,235.554955
413798683,2019-01-04 12:38:20,34.2962996,119.711803,9.13255814,231.186047
413798683,2019-01-04 12:43:20,34.287311,119.699806,9.04534884,229.616279
413798683,2019-01-04 12:48:20,34.2783212,119.687811,8.95813953,228.046512
413798683,2019-01-04 12:53:20,34.2693302,119.675819,8.87093023,226.476744
413798683,2019-01-04 12:58:20,34.2608271,119.66381,8.89180328,226.393443
413798683,2019-01-04 13:03:20,34.2546557,119.650912,9.2,238.308772
413798683,2019-01-04 13:08:20,34.2500371,119.636605,8.68367347,257.157143
413798683,2019-01-04 13:13:20,34.2440133,119.625188,7.83181818,231.270455
413798683,2019-01-04 13:18:20,34.2372536,119.614871,7.8526971,229.614938
413798683,2019-01-04 13:23:20,34.2304784,119.604309,7.65148515,238.631683
413798683,2019-01-04 13:28:20,34.2257311,119.594041,5.90447761,239.856716
413798683,2019-01-04 13:33:20,34.2224864,119.587862,4.13170732,229.607317
413798683,2019-01-04 13:38:20,34.219288,119.58306,3.15282486,215.760169
413798683,2019-01-04 13:43:20,34.2171131,119.5807,1.99052288,225.394444
413798683,2019-01-04 13:48:20,34.2166593,119.580694,0.562438759,253.490964
413798683,2019-01-04 13:53:20,34.2165532,119.580677,0.464452912,249.032608
413798683,2019-01-04 13:58:20,34.216447,119.580661,0.366467066,244.574251
413798683,2019-01-04 14:03:20,34.2163409,119.580645,0.268481219,240.115895
413798683,2019-01-04 14:08:20,34.2162347,119.580628,0.170495373,235.657539
413798683,2019-01-04 14:13:20,34.2161286,119.580612,0.0725095264,231.199183
413798683,2019-01-04 14:18:20,34.2160521,119.580603,0.0,220.842655
413798683,2019-01-04 14:23:20,34.2160603,119.580614,0.0,193.699021
413798683,2019-01-04 14:28:20,34.2160684,119.580625,0.0,166.555386
413798683,2019-01-04 14:33:20,34.2160766,119.580635,0.0,139.411752
413798683,2019-01-04 14:38:20,34.2160848,119.580646,0.0,112.268118
413798683,2019-01-04 14:43:20,34.2160929,119.580657,0.0,85.1244831
413798683,2019-01-04 14:48:20,34.2161007,119.580664,0.0,60.6163221
413798683,2019-01-04 14:53:20,34.2161062,119.580645,0.0,53.2387378
413798683,2019-01-04 14:58:20,34.2161116,119.580626,0.0,45.8611534
413798683,2019-01-04 15:03:20,34.216117,119.580607,0.0,38.4835691
413798683,2019-01-04 15:08:20,34.2161225,119.580588,0.0,31.1059848
413798683,2019-01-04 15:13:20,34.2161279,119.580569,0.0,23.7284004
413798683,2019-01-04 15:18:20,34.2161337,119.58055,0.0,16.7429173
413798683,2019-01-04 15:23:20,34.2161916,119.580547,0.0,68.1805161
413798683,2019-01-04 15:28:20,34.2162496,119.580545,0.0,119.618115
413798683,2019-01-04 15:33:20,34.2163075,119.580542,0.0,171.055714
