,名次,学校名称,所在地区,综合得分,星级排名,办学层次
10,10,武汉大学,湖北,80.38,7,世界知名高水平大学
11,12,南开大学,天津,79.28,7,世界知名高水平大学
12,13,山东大学,山东,79.19,7,世界知名高水平大学
13,14,中山大学,广东,78.75,7,世界知名高水平大学
14,15,西安交通大学,陕西,76.48,7,世界知名高水平大学
15,16,哈尔滨工业大学,黑龙江,76.23,7,世界知名高水平大学
16,17,东南大学,江苏,75.79,7,世界知名高水平大学
17,18,四川大学,四川,75.73,7,世界知名高水平大学
18,19,吉林大学,吉林,75.64,7,世界知名高水平大学
19,20,同济大学,上海,75.33,7,世界知名高水平大学
20,21,北京航空航天大学,北京,74.67,7,世界知名高水平大学
21,22,北京师范大学,北京,74.28,7,世界知名高水平大学
22,23,厦门大学,福建,73.76,7,世界知名高水平大学
23,24,西北工业大学,陕西,73.52,6,世界高水平大学
24,25,中南大学,湖南,73.50,7,世界知名高水平大学
25,26,东北大学,辽宁,72.05,6,世界高水平大学
26,27,大连理工大学,辽宁,72.02,6,世界高水平大学
27,27,湖南大学,湖南,72.02,6,世界高水平大学
28,29,华南理工大学,广东,71.99,6,世界高水平大学
29,30,北京理工大学,北京,69.32,6,世界高水平大学
30,31,兰州大学,甘肃,68.46,6,世界高水平大学
31,32,华东师范大学,上海,68.29,6,世界高水平大学
32,33,中国农业大学,北京,68.08,6,世界高水平大学
33,34,电子科技大学,四川,67.57,6,世界高水平大学
34,35,重庆大学,重庆,67.47,6,世界高水平大学
35,36,华中农业大学,湖北,67.14,6,世界高水平大学
36,37,河海大学,江苏,67.05,6,世界高水平大学
37,38,南京农业大学,江苏,66.97,5,中国一流大学
38,39,华中师范大学,湖北,66.91,5,中国一流大学
39,40,郑州大学,河南,66.90,5,中国一流大学
40,41,中国海洋大学,山东,66.85,6,世界高水平大学
41,41,西安电子科技大学,陕西,66.85,5,中国一流大学
42,43,北京科技大学,北京,66.80,5,中国一流大学
43,43,南京理工大学,江苏,66.80,5,中国一流大学
44,45,北京交通大学,北京,66.67,5,中国一流大学
45,46,华东理工大学,上海,66.47,5,中国一流大学
46,47,北京邮电大学,北京,66.42,6,世界高水平大学
47,48,合肥工业大学,安徽,66.38,5,中国一流大学
48,49,南昌大学,江西,66.32,5,中国一流大学
49,50,北京协和医学院,北京,66.29,6,世界高水平大学
50,50,南京航空航天大学,江苏,66.29,5,中国一流大学
51,51,武汉理工大学,湖北,66.28,5,中国一流大学
52,52,西南交通大学,四川,66.07,5,中国一流大学
53,53,暨南大学,广东,66.03,5,中国一流大学
54,54,西南大学,重庆,66.01,5,中国一流大学
55,55,西北农林科技大学,陕西,65.93,5,中国一流大学
56,56,东华大学,上海,65.87,5,中国一流大学
57,57,西北大学,陕西,65.80,5,中国一流大学
58,58,中南财经政法大学,湖北,65.56,6,世界高水平大学
59,59,苏州大学,江苏,65.26,5,中国一流大学
60,60,中国政法大学,北京,65.17,6,世界高水平大学
61,60,北京化工大学,北京,65.17,5,中国一流大学
62,61,昆明理工大学,云南,65.16,5,中国一流大学
63,62,南京师范大学,江苏,65.12,5,中国一流大学
64,63,上海财经大学,上海,65.04,6,世界高水平大学
65,64,湖南师范大学,湖南,65.01,5,中国一流大学
66,65,中国传媒大学,北京,65.00,6,世界高水平大学
67,65,云南大学,云南,65.00,5,中国一流大学
68,65,上海大学,上海,65.00,4,中国高水平大学
69,67,哈尔滨工程大学,黑龙江,64.97,5,中国一流大学
70,68,福州大学,福建,64.96,4,中国高水平大学
71,69,河南大学,河南,64.95,4,中国高水平大学
72,70,华南农业大学,广东,64.91,5,中国一流大学
73,71,东北师范大学,吉林,64.90,5,中国一流大学
74,71,北京工业大学,北京,64.90,4,中国高水平大学
75,73,中国地质大学（武汉）,湖北,64.89,6,世界高水平大学
76,73,华南师范大学,广东,64.89,5,中国一流大学
77,75,宁波大学,浙江,64.88,4,中国高水平大学
78,76,燕山大学,河北,64.87,5,中国一流大学
79,76,中国石油大学（北京）,北京,64.87,5,中国一流大学
80,78,太原理工大学,山西,64.86,5,中国一流大学
81,79,上海理工大学,上海,64.85,4,中国高水平大学
82,80,中国矿业大学,江苏,64.84,6,世界高水平大学
83,80,陕西师范大学,陕西,64.84,5,中国一流大学
84,80,江南大学,江苏,64.84,5,中国一流大学
85,80,首都师范大学,北京,64.84,4,中国高水平大学
86,84,浙江工业大学,浙江,64.83,4,中国高水平大学
87,85,中国石油大学（华东）,山东,64.82,6,世界高水平大学
88,85,北京中医药大学,北京,64.82,6,世界高水平大学
89,86,浙江师范大学,浙江,64.81,4,中国高水平大学
90,87,河北大学,河北,64.78,4,中国高水平大学
91,88,对外经济贸易大学,北京,64.75,5,中国一流大学
92,89,扬州大学,江苏,64.74,4,中国高水平大学
93,90,北京外国语大学,北京,64.73,6,世界高水平大学
94,90,江苏大学,江苏,64.73,4,中国高水平大学
95,91,杭州电子科技大学,浙江,64.69,4,中国高水平大学
96,91,辽宁大学,辽宁,64.69,4,中国高水平大学
97,93,中央民族大学,北京,64.68,6,世界高水平大学
98,94,山西大学,山西,64.67,4,中国高水平大学
99,94,南京工业大学,江苏,64.67,4,中国高水平大学
100,95,南方医科大学,广东,60,5,中国一流大学
101,96,齐鲁工业大学,山东,64.66,4,中国高水平大学
102,97,广东工业大学,广东,64.65,4,中国高水平大学
103,98,河南科技大学,河南,64.64,4,中国高水平大学
104,99,山东师范大学,山东,64.63,4,中国高水平大学
105,100,河北工业大学,河北,64.62,4,中国高水平大学
106,100,成都理工大学,四川,64.62,4,中国高水平大学
107,100,武汉科技大学,湖北,64.62,4,中国高水平大学
108,103,福建农林大学,福建,64.61,4,中国高水平大学
109,103,天津师范大学,天津,64.61,4,中国高水平大学
110,105,西南财经大学,四川,64.60,5,中国一流大学
111,105,首都医科大学,北京,64.60,5,中国一流大学
112,105,哈尔滨医科大学,黑龙江,64.60,5,中国一流大学
113,106,福建师范大学,福建,64.59,4,中国高水平大学
114,107,河南师范大学,河南,64.54,4,中国高水平大学
115,107,深圳大学,广东,64.54,4,中国高水平大学
116,109,江西师范大学,江西,64.45,4,中国高水平大学
117,110,中央财经大学,北京,64.44,5,中国一流大学
118,110,广东外语外贸大学,广东,64.44,4,中国高水平大学
119,111,北京林业大学,北京,64.43,6,世界高水平大学
120,112,东北财经大学,辽宁,64.38,5,中国一流大学
121,113,长安大学,陕西,64.22,4,中国高水平大学
122,114,江西财经大学,江西,64.08,5,中国一流大学
123,115,上海中医药大学,上海,64.07,6,世界高水平大学
124,115,南方科技大学,广东,64.07,5,中国一流大学
125,115,西南政法大学,重庆,64.07,5,中国一流大学
126,116,东北林业大学,黑龙江,64.06,4,中国高水平大学
127,117,安徽大学,安徽,64.05,4,中国高水平大学
128,118,黑龙江大学,黑龙江,64.04,4,中国高水平大学
129,119,湘潭大学,湖南,64.03,4,中国高水平大学
130,120,四川农业大学,四川,63.99,4,中国高水平大学
131,121,上海师范大学,上海,63.95,4,中国高水平大学
132,122,天津工业大学,天津,63.83,4,中国高水平大学
133,123,东北农业大学,黑龙江,63.68,4,中国高水平大学
134,124,湖南农业大学,湖南,63.61,3,区域一流大学
135,125,上海外国语大学,上海,63.49,5,中国一流大学
136,125,南京林业大学,江苏,63.49,4,中国高水平大学
137,125,天津医科大学,天津,63.49,4,中国高水平大学
138,126,山东农业大学,山东,63.45,4,中国高水平大学
139,127,广西大学,广西,63.44,4,中国高水平大学
140,128,广州大学,广东,63.36,3,区域一流大学
141,129,中国地质大学（北京）,北京,63.33,4,中国高水平大学
142,130,北京语言大学,北京,63.27,5,中国一流大学
143,130,中国药科大学,江苏,63.27,5,中国一流大学
144,130,华北电力大学,北京,63.27,4,中国高水平大学
145,130,南京医科大学,江苏,63.27,4,中国高水平大学
146,131,内蒙古大学,内蒙古,63.20,4,中国高水平大学
147,132,新疆大学,新疆,63.18,5,中国一流大学
148,132,南京邮电大学,江苏,63.18,4,中国高水平大学
149,134,浙江工商大学,浙江,63.16,4,中国高水平大学
150,135,安徽师范大学,安徽,63.15,4,中国高水平大学
151,136,华侨大学,福建,63.13,3,区域一流大学
152,137,山东科技大学,山东,63.12,3,区域一流大学
153,138,西北师范大学,甘肃,63.09,4,中国高水平大学
154,139,浙江理工大学,浙江,63.07,3,区域一流大学
155,140,广西师范大学,广西,63.05,3,区域一流大学
156,141,中国矿业大学（北京）,北京,63.04,4,中国高水平大学
157,142,贵州大学,贵州,63.03,4,中国高水平大学
158,142,大连海事大学,辽宁,63.03,4,中国高水平大学
159,142,山东财经大学,山东,63.03,4,中国高水平大学
160,145,长沙理工大学,湖南,63.01,4,中国高水平大学
161,145,中国医科大学,辽宁,63.01,4,中国高水平大学
162,146,中南民族大学,湖北,62.99,5,中国一流大学
163,147,河南农业大学,河南,62.98,3,区域一流大学
164,148,海南大学,海南,62.92,3,区域一流大学
165,149,西安理工大学,陕西,62.91,3,区域一流大学
166,150,北京体育大学,北京,62.90,6,世界高水平大学
167,150,广州中医药大学,广东,62.90,5,中国一流大学
